,Team 1,Team 1 Label,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Free and Reduced Lunch,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Expenditures/Pupil,MV,Total Games,Total Wins,Win Percentage
5212,Kittson Central,187,0.0,0.0,5.9,1.0,89.1,0.0,4.0,101.0,70.0,0.297,9.95,0,0,20235,-18.941176470588236,22,3,13.600000000000001
5234,Janesville-Waldorf-Pemberton,188,0.0,0.6,1.7,0.3,95.5,0.3,1.7,352.0,248.0,0.199,14.8,0,0,15028,-2.6538461538461537,27,15,55.60000000000001
5261,Kenyon-Wanamingo,189,,,,,,,,,,,,0,0,†,9.037037037037036,30,20,66.7
5291,Kingsland,190,0.0,0.0,1.6,2.0,92.1,0.4,4.0,253.0,172.0,0.166,16.28,0,0,14413,0.07692307692307693,28,11,39.300000000000004
5319,Kittson Central/Lancaster,191,0.0,0.0,5.9,1.0,89.1,0.0,4.0,101.0,70.0,0.297,9.95,0,0,20235,-16.142857142857142,27,5,18.5
5346,La Crescent,192,0.3,1.0,2.5,1.3,89.7,0.0,5.3,399.0,399.0,0.113,15.19,0,0,31007,2.8636363636363638,23,12,52.2
5369,Lac qui Parle Valley,193,0.0,0.0,5.3,0.0,78.3,12.1,4.3,322.0,216.0,0.391,17.6,0,0,51586,-0.8636363636363636,28,9,32.1
5397,Lake Crystal-Wellcome Memorial,194,0.4,0.2,4.0,0.4,93.5,0.0,1.4,496.0,270.0,0.153,17.79,0,0,14130,13.89655172413793,29,21,72.39999999999999
5426,Lake Park-Audubon,195,,,,,,,,,,,,0,0,,-5.36,31,11,35.5
5457,Lake Region Christian,196,0.6,3.9,7.8,2.2,84.9,0.6,0.0,224.0,36.0,,13.36,1,1,,18.428571428571427,8,6,75.0
5465,Lake of the Woods,197,1.9,0.9,2.3,1.9,87.0,0.0,6.0,215.0,155.0,0.228,22.73,0,0,15906,-22.583333333333332,22,2,9.1
5487,Lake City,198,,,,,,,,,,,,0,0,†,12.703703703703704,28,22,78.60000000000001
5515,Lakes International Language Academy,199,,,,,,,,,,,,0,0,,-14.88888888888889,23,5,21.7
5538,Laporte,200,7.5,0.0,2.5,1.2,83.8,0.0,5.0,80.0,80.0,0.325,12.33,0,0,14955,-37.214285714285715,24,0,0.0
5562,Lakeview Christian Academy,201,0.0,3.7,0.7,5.9,80.0,0.0,9.6,153.0,49.0,,6.14,1,1,,-11.833333333333334,26,9,34.599999999999994
5588,Le Sueur-Henderson,202,0.0,0.3,17.9,2.7,74.3,0.6,4.2,335.0,335.0,0.212,16.26,0,0,14708,-10.666666666666666,24,4,16.7
5612,Lakeview,203,0.0,0.3,5.9,0.0,90.2,0.0,3.5,286.0,184.0,0.213,18.54,0,0,19818,15.5,29,22,75.9
5641,Lakeville North,204,0.2,6.0,5.0,4.7,78.5,0.0,5.6,1815.0,1815.0,0.073,21.8,0,0,20565,3.392857142857143,29,18,62.1
5670,LeRoy-Ostrander,205,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.0,4.0,0.273,0.0,0,0,†,2.5555555555555554,27,16,59.3
5697,Lanesboro,206,0.0,0.5,1.6,0.5,95.7,0.0,1.6,188.0,133.0,0.176,13.69,0,0,28172,6.0,30,18,60.0
5727,Le Sueur-Henderson/Minnesota New Country,207,0.0,0.3,17.9,2.7,74.3,0.6,4.2,335.0,335.0,0.212,16.26,0,0,14708,-3.6,26,13,50.0
5753,Lakeville South,208,0.3,4.2,9.3,5.6,74.3,0.2,6.0,1822.0,1822.0,0.127,21.58,0,0,20565,6.714285714285714,28,16,57.099999999999994
5781,Liberty Classical Academy/Pedro HomeSchool/Kneen HomeSchool/Lacy Academy HomeSchool,209,,,,,,,,,,,,0,0,,18.444444444444443,18,13,72.2
5799,Lester Prairie,210,0.8,0.0,19.1,0.4,77.5,0.0,2.1,236.0,156.0,0.191,25.88,0,0,33691,5.076923076923077,26,18,69.19999999999999
5825,Lion's Gate Christian Academy/New Life Academy,211,,,,,,,,,,,,0,0,,15.5,25,6,24.0
5850,Legacy Christian Academy,212,1.3,6.7,2.7,14.7,69.3,0.0,5.3,75.0,75.0,0.293,3.57,0,0,16968,8.89655172413793,40,17,42.5
5890,Lewiston-Altura,213,0.0,1.0,8.7,0.5,87.1,0.0,2.7,403.0,288.0,0.184,16.92,0,0,14290,14.89655172413793,29,20,69.0
5919,Long Prairie-Grey Eagle,214,0.9,0.7,45.1,0.2,50.9,1.3,0.9,448.0,282.0,0.547,13.67,0,0,16356,-20.53846153846154,27,4,14.799999999999999
5946,Lourdes,215,,,,,,,,,,,,0,0,,-6.666666666666667,26,7,26.900000000000002
5972,Little Falls,216,0.0,0.4,2.8,1.0,92.2,0.0,3.6,782.0,782.0,0.286,23.84,0,0,14596,-6.482758620689655,29,8,27.6
6001,Littlefork-Big Falls,217,1.3,0.0,2.5,0.0,93.7,0.0,2.5,159.0,98.0,0.239,15.76,0,0,19900,-20.636363636363637,26,3,11.5
6027,Lyle/Pacelli,218,0.6,3.8,15.6,1.2,75.0,0.0,3.8,160.0,78.0,0.556,15.55,0,0,14663,16.433333333333334,32,25,78.10000000000001
6059,Luverne,219,0.5,0.8,5.1,1.3,90.3,0.0,1.9,372.0,372.0,0.113,19.65,0,0,24975,-2.4347826086956523,28,9,32.1
6087,MACCRAY,220,0.6,0.3,18.5,0.0,77.6,1.0,1.9,313.0,207.0,0.3,14.7,0,0,26255,-3.4782608695652173,27,8,29.599999999999998
6114,Mabel-Canton,221,0.0,0.0,3.6,0.0,95.5,0.0,0.9,110.0,82.0,0.109,7.49,0,0,15349,-8.962962962962964,27,8,29.599999999999998
6141,Loyola,222,0.0,2.2,3.4,1.9,80.8,0.0,11.6,487.0,123.0,,9.18,1,1,,13.11111111111111,27,19,70.39999999999999
6168,Madelia,223,0.0,0.0,45.5,1.1,51.1,0.0,2.3,264.0,170.0,0.348,13.21,0,0,14992,3.6,30,15,50.0
6198,Mahnomen/Waubun,224,81.0,0.0,4.8,0.0,4.8,0.0,9.5,42.0,35.0,0.69,84.0,0,0,17646,12.758620689655173,35,20,57.099999999999994
6233,Mankato West,225,0.2,2.4,5.8,8.6,79.3,0.1,3.8,1249.0,1249.0,0.202,18.79,0,0,15496,5.96,29,17,58.599999999999994
6262,Mahtomedi,226,0.0,3.6,4.2,4.3,81.1,0.1,6.8,1151.0,1151.0,0.07,36.88,0,0,14475,8.23076923076923,26,18,69.19999999999999
6288,Maple Grove,227,0.5,6.9,4.8,10.7,72.1,0.0,5.0,2294.0,2294.0,0.133,22.11,0,0,17547,-0.32,27,11,40.699999999999996
6315,Mankato East,228,0.4,3.0,7.4,16.7,67.5,0.2,4.8,1276.0,1276.0,0.303,20.24,0,0,15496,12.8125,32,24,75.0
6347,Maranatha Christian Academy,229,0.0,5.4,3.5,21.9,60.4,0.3,8.5,683.0,239.0,,12.1,1,1,,15.9,35,24,68.60000000000001
6382,Maple Lake,230,0.0,0.0,1.6,0.3,96.3,0.3,1.6,379.0,259.0,0.142,13.94,0,0,14944,-34.083333333333336,26,0,0.0
6408,Marshall,231,0.2,7.6,13.5,8.2,67.7,0.1,2.7,829.0,829.0,0.285,17.67,0,0,24306,-3.1153846153846154,30,13,43.3
6438,Maple River,232,0.2,0.4,4.2,0.7,91.0,0.0,3.5,543.0,271.0,0.208,16.44,0,0,36401,26.38235294117647,34,28,82.39999999999999
6472,Marshall,233,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,16239,3.9285714285714284,28,17,60.699999999999996
6500,Martin County West,234,0.8,0.0,4.6,1.3,91.2,0.0,2.1,238.0,238.0,0.332,16.67,0,0,15768,14.107142857142858,30,23,76.7
6530,Mayer Lutheran,235,0.0,1.1,1.7,0.6,96.7,0.0,0.0,181.0,181.0,,12.4,1,1,,4.2592592592592595,30,14,46.7
6560,Math & Science Academy,236,0.7,28.6,2.5,21.9,41.0,0.0,5.2,553.0,281.0,0.042,17.08,1,0,10595,15.047619047619047,28,16,57.099999999999994
6588,Medford,237,0.0,1.0,15.3,0.7,81.1,0.0,1.9,419.0,281.0,0.26,25.52,0,0,13162,-27.35,27,0,0.0
6615,Menahga,238,0.2,0.6,2.1,0.0,92.8,0.0,4.2,472.0,309.0,0.439,18.9,0,0,17722,1.2307692307692308,27,13,48.1
6642,McGregor,239,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,4.17,0,0,24370,-6.363636363636363,25,9,36.0
6667,Melrose,240,0.0,0.2,25.4,0.7,73.1,0.0,0.7,453.0,453.0,0.21,25.75,0,0,14488,0.9642857142857143,30,14,46.7
6697,Metro College Prep,241,0.0,0.0,0.2,99.5,0.2,0.0,0.0,437.0,437.0,0.977,24.5,1,0,19763,13.166666666666666,15,4,26.700000000000003
6712,Mesabi East,242,1.2,0.2,1.6,1.2,91.2,0.0,4.6,431.0,282.0,0.309,16.05,0,0,20268,-15.2,26,7,26.900000000000002
6738,Mille Lacs co-op [Isle/Onamia],243,8.7,0.0,6.3,0.0,77.2,0.0,7.8,206.0,133.0,0.461,15.29,0,0,15995,-23.714285714285715,15,2,13.3
6753,Milaca,244,,,,,,,,,,,,0,0,,4.296296296296297,29,16,55.2
6782,Minneapolis South,245,0.0,0.0,0.0,100.0,0.0,0.0,0.0,129.0,40.0,0.876,25.8,1,0,,10.84,28,18,64.3
6810,"Minnesota Preparation Academy, TRIP",246,,,,,,,,,,,,0,0,,-19.88888888888889,9,0,0.0
6819,Minneapolis Southwest,247,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,2.0,0.0,0.33,0,0,22524,5.8,25,14,56.00000000000001
6844,Minneota,248,0.0,0.4,7.2,0.0,89.9,0.0,2.5,278.0,185.0,0.144,20.65,0,0,13537,-12.956521739130435,29,5,17.2
6873,Minnehaha Academy,249,0.5,2.7,5.5,13.9,67.6,0.0,9.8,810.0,369.0,,10.74,1,1,,2.576923076923077,31,16,51.6
6904,Minnetonka,250,0.3,6.0,5.5,3.5,80.2,0.0,4.6,3504.0,3504.0,0.038,18.52,0,0,16537,3.6,27,17,63.0
6931,Minnesota Valley Lutheran,251,0.9,3.2,1.8,3.7,90.3,0.0,0.0,217.0,217.0,,13.65,1,1,,-7.0,28,6,21.4
6959,Monticello,252,0.3,1.2,9.6,2.6,83.2,0.0,3.0,1285.0,1285.0,0.155,20.38,0,0,17540,-0.5357142857142857,28,14,50.0
6987,Minnewaska Area,253,0.5,2.8,2.8,1.6,89.9,0.0,2.3,386.0,386.0,0.199,23.14,0,0,15191,-14.038461538461538,28,2,7.1
7015,Montevideo,254,2.4,0.8,16.4,0.4,75.4,1.6,3.0,495.0,391.0,0.323,16.92,0,0,16156,1.3043478260869565,26,11,42.3
7041,Mayo,255,0.5,7.5,15.8,10.1,59.9,0.1,6.2,1949.0,1949.0,0.283,50.41,0,0,18898,1.4615384615384615,28,13,46.400000000000006
7069,Moorhead,256,11.6,0.0,23.2,11.6,40.0,0.0,13.7,95.0,93.0,0.8,5.88,0,0,18676,0.8709677419354839,33,17,51.5
7102,Moose Lake/Willow River,257,,,,,,,,,,,,0,0,,17.423076923076923,30,18,60.0
7132,Mora,258,1.0,1.2,3.3,0.8,90.7,0.0,3.0,734.0,492.0,0.272,17.21,0,0,19389,14.148148148148149,29,24,82.8
7161,Mounds View,259,0.1,14.6,6.0,6.2,66.5,0.0,6.6,1897.0,1897.0,0.116,29.51,0,0,17897,3.6153846153846154,28,15,53.6
7189,Mound-Westonka,260,,,,,,,,,,,,0,0,†,4.4,32,22,68.8
7221,Morris Area/Chokio-Alberta,261,1.1,1.3,12.2,1.3,79.5,0.0,4.4,523.0,347.0,0.168,28.78,0,0,14829,19.53125,32,28,87.5
7253,Mounds Park Academy,262,0.2,5.9,6.0,3.6,80.5,0.0,3.8,866.0,641.0,,12.96,1,1,,-17.181818181818183,29,3,10.299999999999999
7282,Mountain Lake/Comfrey,263,,,,,,,,,,,,0,0,,15.666666666666666,24,7,29.2
7306,Mountain Lake/Comfrey/Mountain Lake Christian,264,,,,,,,,,,,,0,0,,7.857142857142857,22,16,72.7
7328,Mountain Iron-Buhl,265,,,,,,,,,,,,0,0,†,23.724137931034484,29,21,72.39999999999999
7357,Nashwauk-Keewatin,266,0.0,0.8,0.8,0.4,87.6,0.0,10.4,259.0,180.0,0.382,16.59,0,0,15861,-5.08,28,12,42.9
7385,Murray County Central,267,,,,,,,,,,,,0,0,†,5.333333333333333,28,13,46.400000000000006
7413,New Life Academy,268,,,,,,,,,,,,0,0,,18.40625,32,28,87.5
7445,Nevis,269,3.0,0.0,4.5,1.5,85.8,0.0,5.2,268.0,184.0,0.332,14.65,0,0,12626,22.96875,32,27,84.39999999999999
7477,New London-Spicer,270,0.0,0.0,0.0,5.6,94.4,0.0,0.0,18.0,18.0,0.333,15.79,0,0,14728,-2.230769230769231,30,13,43.3
7507,New Prague,271,0.4,0.8,2.9,1.0,93.5,0.0,1.4,1321.0,1321.0,0.089,19.88,0,0,13939,-11.777777777777779,30,4,13.3
7537,New Ulm,272,,,,,,,,,,,,0,0,15807,13.357142857142858,32,23,71.89999999999999
7569,New Richland-Hartland-Ellendale-Geneva,273,0.0,0.6,5.2,1.1,90.9,0.0,2.2,463.0,273.0,0.205,16.38,0,0,20518,-0.5384615384615384,29,14,48.3
7598,New Ulm Cathedral,274,0.0,0.5,0.0,0.0,95.3,0.0,4.2,191.0,111.0,,12.73,1,1,,2.5714285714285716,28,18,64.3
7626,New York Mills,275,0.6,0.0,4.2,0.6,93.0,0.0,1.5,330.0,225.0,0.245,23.16,0,0,19341,20.482758620689655,31,27,87.1
7657,Nicollet,276,0.0,0.0,8.0,0.5,89.8,0.0,1.6,187.0,126.0,0.08,73.33,0,0,19488,-17.925925925925927,30,8,26.700000000000003
7687,Norman County East/Ulen-Hitterdal,277,4.9,0.0,5.9,0.0,83.3,0.0,5.9,102.0,72.0,0.431,10.27,0,0,19333,-6.7272727272727275,30,8,26.700000000000003
7717,North,278,,,,,,,,,,,,0,0,28449,-12.73076923076923,28,3,10.7
7745,North Lakes Academy,279,,,,,,,,,,,,0,0,,-20.90909090909091,23,1,4.3
7768,North Branch,280,0.4,2.9,3.9,1.0,88.6,0.0,3.2,818.0,818.0,0.134,23.32,0,0,16691,3.259259259259259,27,17,63.0
7795,North Metro,281,,,,,,,,,,,,0,0,,0.2857142857142857,21,10,47.599999999999994
7816,North Woods,282,,,,,,,,,,,,0,0,,26.107142857142858,28,23,82.1
7844,North Community,283,0.0,0.0,0.0,100.0,0.0,0.0,0.0,104.0,55.0,0.971,10.05,1,0,11440,22.794117647058822,34,27,79.4
7878,North Lakes Academy/Dayspring HomeSchool/Waters Edge Academy HomeSchool/Ozment HomeSchool,284,,,,,,,,,,,,0,0,,-7.944444444444445,18,4,22.2
7896,Nova Classical Academy,285,0.4,10.6,7.9,9.3,62.2,0.0,9.6,508.0,271.0,0.085,15.49,1,0,11269,-18.789473684210527,19,4,21.099999999999998
7915,Northern Freeze co-op [Marshall County Central/Tri-County],286,2.8,0.0,1.4,1.4,93.8,0.0,0.5,211.0,131.0,0.209,13.28,0,0,15544,8.68,32,16,50.0
7947,Northland,287,35.5,0.0,0.7,0.0,61.8,0.0,2.0,152.0,104.0,0.612,12.44,0,0,25835,20.923076923076923,29,19,65.5
7976,Ogilvie,288,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,20357,-3.607142857142857,31,12,38.7
8007,Ortonville,289,0.5,0.9,3.2,0.0,92.8,0.0,2.7,222.0,160.0,0.239,10.54,0,0,18346,-28.904761904761905,27,1,3.6999999999999997
8034,Northfield,290,0.2,1.3,15.6,1.8,77.0,0.0,4.1,1277.0,1277.0,0.175,37.94,0,0,18343,0.8148148148148148,29,14,48.3
8063,Orono,291,,,,,,,,,,,,0,0,†,10.689655172413794,33,22,66.7
8096,PACT Charter/Gaustad Academy HomeSchool,292,,,,,,,,,,,,0,0,,-12.105263157894736,19,5,26.3
8115,PACT Charter,293,0.0,0.6,4.2,5.4,86.2,0.9,2.7,334.0,226.0,0.108,20.19,1,0,11751,-29.0,22,2,9.1
8137,Owatonna Christian,294,0.0,0.0,0.0,12.6,87.4,0.0,0.0,94.0,22.0,,10.24,1,1,,-7.388888888888889,18,5,27.800000000000004
8155,Osseo,295,0.7,13.1,11.3,34.1,32.5,0.1,8.2,2153.0,2153.0,0.471,20.38,0,0,17547,9.310344827586206,30,21,70.0
8185,Owatonna,296,0.1,1.0,14.7,7.5,74.2,0.0,2.7,1501.0,1501.0,0.28,18.38,0,0,16945,20.551724137931036,30,26,86.7
8215,Osakis,297,0.5,0.2,3.1,1.2,94.1,0.2,0.7,426.0,294.0,0.174,15.83,0,0,12698,17.74074074074074,29,23,79.3
8244,Park Center,298,0.6,29.6,15.1,37.7,11.0,0.1,5.9,1786.0,1786.0,0.636,17.12,0,1,17547,23.181818181818183,33,32,97.0
8277,Park,299,1.1,6.6,7.7,8.8,67.0,0.0,8.8,91.0,91.0,0.154,0.0,0,0,15762,5.931034482758621,29,20,69.0
8306,Park Christian/Ridgewood Academy HomeSchool,300,,,,,,,,,,,,0,0,,-15.352941176470589,17,3,17.599999999999998
8323,Park Christian,301,2.8,0.8,7.8,9.8,71.5,0.1,7.1,1905.0,1905.0,0.305,18.81,0,0,18676,-11.157894736842104,27,6,22.2
8350,Park Rapids,302,1.7,0.2,7.9,0.8,83.8,0.0,5.6,481.0,481.0,0.349,17.97,0,0,14205,9.6,29,17,58.599999999999994
8379,Patrick Henry,303,2.1,23.9,14.1,49.2,7.0,0.2,3.5,909.0,909.0,0.692,18.14,0,0,22524,-7.631578947368421,23,6,26.1
8402,Pequot Lakes,304,1.0,0.5,0.6,1.9,94.7,0.2,1.1,622.0,622.0,0.145,18.68,0,0,13680,7.84,35,17,48.6
8437,Parkers Prairie,305,0.0,0.0,3.0,0.0,95.1,0.0,1.9,268.0,177.0,0.183,18.07,0,0,22251,1.5172413793103448,30,13,43.3
8467,Paynesville,306,,,,,,,,,,,,0,0,,5.846153846153846,29,14,48.3
8496,Pelican Rapids,307,0.5,1.5,30.1,9.7,53.9,0.0,4.4,412.0,296.0,0.5,18.27,0,0,13602,11.413793103448276,34,23,67.60000000000001
8530,Perham,308,0.9,1.1,10.7,1.5,82.9,0.0,3.0,468.0,468.0,0.147,17.37,0,0,15757,5.714285714285714,32,15,46.9
8562,Pine City,309,0.0,0.0,12.9,0.0,77.4,0.0,9.7,31.0,31.0,0.258,10.84,0,0,16016,18.56,26,17,65.4
8588,Pillager,310,0.3,0.3,3.3,1.1,93.2,0.0,1.9,365.0,365.0,0.332,16.89,0,0,24236,-4.923076923076923,26,10,38.5
8614,Pierz,311,0.0,0.0,2.2,0.0,96.7,0.0,1.1,632.0,400.0,0.237,17.41,0,0,13627,-3.9615384615384617,29,9,31.0
8643,Polk County West [Climax/Fisher],312,2.2,0.0,9.8,0.0,87.0,0.0,1.1,92.0,55.0,0.533,8.49,0,0,16704,-28.833333333333332,31,3,9.700000000000001
8674,Pipestone,313,1.5,0.9,13.8,0.9,77.4,0.0,5.5,327.0,327.0,0.303,16.41,0,0,34043,10.076923076923077,29,20,69.0
8703,Pine River-Backus,314,4.4,0.0,6.7,0.0,88.9,0.0,0.0,45.0,45.0,0.333,12.93,0,0,13919,-3.1153846153846154,28,12,42.9
8731,Pine Island,315,,,,,,,,,,,,0,0,13156,-3.0434782608695654,27,12,44.4
8758,Princeton,316,0.3,0.7,3.3,0.5,92.6,0.1,2.4,951.0,951.0,0.197,18.79,0,0,13732,16.29032258064516,33,28,84.8
8791,Plainview-Elgin-Millville,317,0.0,0.2,10.8,0.2,86.6,0.0,2.2,455.0,455.0,0.176,36.9,0,0,16954,22.433333333333334,35,28,80.0
8826,Prior Lake,318,4.4,2.2,13.2,5.5,63.7,0.0,11.0,91.0,91.0,0.209,10.78,0,0,15666,-4.0,30,11,36.7
8856,Providence Academy,319,,,,,,,,,,,,0,0,,5.931034482758621,31,20,64.5
8887,Proctor,320,0.5,0.2,3.6,0.5,89.0,0.0,6.1,555.0,555.0,0.186,17.68,0,0,14809,-19.666666666666668,30,6,20.0
8917,Red Lake County Central/Red Lake Falls,321,1.8,0.0,4.8,0.6,86.1,0.0,6.6,166.0,111.0,0.307,14.04,0,0,17182,-3.388888888888889,19,8,42.1
8936,Red Lake County Central,322,1.8,0.0,4.8,0.6,86.1,0.0,6.6,166.0,111.0,0.307,14.04,0,0,17182,9.166666666666666,23,4,17.4
8959,Red Lake,323,98.8,0.0,1.2,0.0,0.0,0.0,0.0,327.0,327.0,0.593,13.74,0,0,29638,-11.84,25,9,36.0
8984,Randolph,324,0.8,0.3,1.7,0.3,95.6,0.0,1.4,361.0,228.0,0.097,20.59,0,0,14975,2.5,31,12,38.7
9015,Redwood Valley,325,27.7,0.3,5.5,1.2,64.0,0.0,1.4,347.0,347.0,0.282,13.81,0,0,14655,10.166666666666666,30,22,73.3
9045,Red Rock Central,326,0.0,0.4,1.7,0.4,94.5,0.4,2.5,236.0,119.0,0.318,17.24,0,0,14946,-21.666666666666668,27,3,11.1
9072,Red Wing,327,,,,,,,,,,,,0,0,†,2.5555555555555554,31,15,48.4
9103,Robbinsdale Cooper,328,0.3,36.8,12.8,28.3,14.8,0.0,6.9,304.0,304.0,0.503,14.07,0,0,17547,5.52,28,15,53.6
9131,Renville County West,329,0.0,0.9,28.5,1.3,69.4,0.0,0.0,235.0,158.0,0.306,14.39,0,0,15315,-9.96,28,10,35.699999999999996
9159,Richfield,330,,,,,,,,645.0,515.0,,0.0,1,1,,2.8461538461538463,26,13,50.0
9185,Robbinsdale Armstrong,331,,,,,,,,,,,,0,0,18253,-6.107142857142857,30,13,43.3
9215,Rock Ridge co-op [Eveleth-Gilbert/Virginia],332,1.2,0.0,0.8,0.0,95.5,0.0,2.5,244.0,244.0,0.193,17.37,0,0,38606,-7.791666666666667,25,10,40.0
9240,Roosevelt,333,1.3,0.0,34.4,35.8,9.9,0.0,18.5,151.0,116.0,0.881,9.07,1,0,11440,-27.733333333333334,21,2,9.5
9261,Rockford,334,0.6,1.0,11.8,3.9,78.0,0.0,4.6,482.0,482.0,0.143,16.39,0,0,16173,21.75862068965517,33,25,75.8
9294,Rogers,335,0.2,2.6,5.3,3.9,82.0,0.1,5.7,1672.0,1672.0,0.081,35.44,0,0,17036,-8.925925925925926,28,10,35.699999999999996
9322,Roseville,336,0.3,17.9,15.1,17.1,43.1,0.0,6.5,2324.0,2324.0,0.319,23.08,0,0,26196,-7.423076923076923,27,7,25.900000000000002
9349,Roseau,337,1.9,0.8,2.5,1.1,91.1,0.0,2.7,526.0,363.0,0.118,25.51,0,0,22369,-14.521739130434783,30,4,13.3
9379,Rocori,338,0.0,0.0,17.4,4.3,78.3,0.0,0.0,23.0,20.0,0.261,0.0,0,0,14512,-4.0,32,12,37.5
9411,Rosemount,339,1.4,12.8,12.8,18.9,45.3,0.0,8.8,148.0,148.0,0.216,17.75,0,0,14871,4.925925925925926,28,16,57.099999999999994
9439,Rothsay,340,,,,,,,,,,,,0,0,,-9.592592592592593,27,6,22.2
9466,Royalton,341,0.0,0.3,2.6,0.3,94.5,0.0,2.3,310.0,310.0,0.155,21.17,0,0,12268,0.7692307692307693,29,13,44.800000000000004
9495,Rush City,342,0.7,1.7,3.9,0.2,89.2,0.0,4.2,409.0,281.0,0.196,15.74,0,0,12765,16.3,27,15,55.60000000000001
9522,Rushford-Peterson,343,,,,,,,,,,,,0,0,,14.166666666666666,31,24,77.4
9553,Russell-Tyler-Ruthton,344,,,,,,,,,,,,0,0,†,15.257142857142858,37,25,67.60000000000001
9590,Sacred Heart,345,0.5,3.6,1.0,0.5,84.5,0.0,9.9,473.0,112.0,,10.46,1,1,,12.068965517241379,36,25,69.39999999999999
9626,Sauk Centre,346,0.0,0.4,9.2,0.0,89.2,0.0,1.2,565.0,349.0,0.175,22.55,0,0,14488,9.964285714285714,30,21,70.0
9656,Sartell-St. Stephen,347,,,,,,,,,,,,0,0,,6.607142857142857,28,19,67.9
9684,Sauk Rapids-Rice,348,,,,,,,,,,,,0,0,17512,1.0333333333333334,30,17,56.699999999999996
9714,Sebeka,349,0.0,0.4,0.8,0.0,94.2,0.0,4.6,241.0,160.0,0.365,14.37,0,0,18482,-30.875,24,2,8.3
9738,Sibley East,350,0.0,1.4,30.5,0.3,65.5,0.0,2.3,351.0,351.0,0.222,19.73,0,0,15546,-15.307692307692308,28,4,14.299999999999999
9766,Simley,351,0.4,4.4,24.5,10.1,52.7,0.0,7.9,1074.0,1074.0,0.331,19.46,0,0,15984,8.73076923076923,27,18,66.7
9793,Schaeffer Academy,352,0.0,7.4,2.1,5.0,85.5,0.0,0.0,283.0,80.0,,11.74,1,1,,-3.2142857142857144,32,13,40.6
9825,Sleepy Eye,353,0.4,1.6,37.2,1.6,58.4,0.0,0.8,250.0,171.0,0.288,10.97,0,0,14898,-9.115384615384615,31,7,22.6
9856,Southland,354,6.2,0.0,6.2,0.0,87.5,0.0,0.0,16.0,5.0,0.438,0.0,0,0,†,15.916666666666666,27,17,63.0
9883,Shakopee,355,0.0,0.0,0.0,50.0,50.0,0.0,0.0,2.0,2.0,0.0,0.0,0,0,†,18.482758620689655,29,25,86.2
9912,South Ridge,356,5.7,0.0,0.4,1.1,81.4,0.0,11.5,279.0,181.0,0.262,14.58,0,0,21596,2.0,26,13,50.0
9938,South St. Paul,357,0.8,2.6,29.0,8.6,51.5,0.0,7.5,892.0,892.0,0.465,23.94,0,0,16143,16.5,30,27,90.0
9968,Southwest Christian,358,0.0,3.7,1.6,4.0,89.6,1.1,0.0,374.0,374.0,,13.8,1,1,,1.1111111111111112,27,15,55.60000000000001
9995,Southwest Minnesota Christian,359,0.9,0.9,1.8,0.9,91.9,0.0,3.6,111.0,111.0,,10.28,1,1,,16.652173913043477,30,18,60.0
10025,Spectrum,360,0.2,2.9,5.7,2.0,84.1,0.0,5.0,441.0,441.0,0.059,25.73,1,0,11560,18.714285714285715,28,21,75.0
10053,Spring Lake Park,361,0.7,8.6,15.0,17.0,51.5,0.3,6.9,1896.0,1896.0,0.338,20.27,0,0,13502,0.6428571428571429,29,11,37.9
10082,Springfield,362,0.0,0.7,6.7,0.0,91.8,0.0,0.7,267.0,169.0,0.371,12.02,0,0,15046,6.481481481481482,27,18,66.7
10109,Spring Grove,363,0.0,0.0,3.1,2.5,93.1,0.0,1.2,160.0,105.0,0.188,10.46,0,0,15841,21.533333333333335,32,25,78.10000000000001
10141,St. Anthony Village,364,3.5,3.5,15.3,51.2,23.7,0.0,2.7,933.0,933.0,0.712,0.0,0,0,22524,-10.777777777777779,27,8,29.599999999999998
10168,St. Agnes,365,0.3,8.8,9.2,10.0,66.6,0.0,5.0,771.0,307.0,,15.67,1,1,,14.516129032258064,35,21,60.0
10203,St. Francis Christian,366,,,,,,,,,,,,0,0,,0.6666666666666666,8,3,37.5
10211,St. Charles,367,0.2,2.0,13.5,0.4,80.4,0.0,3.5,490.0,327.0,0.196,17.17,0,0,23145,-23.869565217391305,28,2,7.1
10239,St. Clair,368,0.0,0.0,2.1,0.0,95.3,0.0,2.6,379.0,239.0,0.116,24.69,0,0,12144,17.5,25,17,68.0
10264,St. Cloud Cathedral,369,0.6,4.7,10.5,38.1,39.4,0.0,6.6,1301.0,1301.0,0.487,21.39,0,0,17512,3.888888888888889,28,17,60.699999999999996
10292,St. James,370,0.4,0.2,52.5,0.0,46.4,0.0,0.5,547.0,313.0,0.464,15.3,0,0,16730,-1.6363636363636365,25,4,16.0
