,Team 1,Team 1 Label,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Free and Reduced Lunch,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Expenditures/Pupil,MV,Total Games,Total Wins,Win Percentage
425228,Bath,17516,0.0,0.0,0.0,8.3,83.3,0.0,8.3,12.0,6.0,0.0,0.0,0,1,12046,-5.478260869565218,29,8,27.6
425257,Batavia,17517,0.0,1.9,2.5,3.0,86.9,0.0,5.8,640.0,640.0,0.0,22.86,0,1,13998,4.52,27,18,66.7
425284,Beachwood,17518,0.2,11.1,4.4,22.1,57.4,0.0,4.9,594.0,594.0,0.0,15.32,0,1,23413,-8.73913043478261,23,8,34.8
425307,Beallsville,17519,,,,,,,,,,,,0,0,,-21.695652173913043,27,4,14.799999999999999
425334,Beavercreek,17520,0.3,6.7,4.6,4.7,80.1,0.2,3.4,1689.0,1689.0,0.0,23.39,0,1,13793,10.076923076923077,27,16,59.3
425361,Bellefontaine,17521,0.1,0.7,3.6,2.5,82.2,0.0,10.8,686.0,686.0,0.0,14.5,0,1,13654,-20.40909090909091,23,4,17.4
425384,Bellbrook,17522,0.0,4.0,4.2,3.5,83.9,0.0,4.4,849.0,849.0,0.0,21.48,0,1,12085,7.0,25,16,64.0
425409,Bedford,17523,0.0,0.4,4.0,82.8,7.5,0.1,5.3,952.0,952.0,0.0,14.47,0,1,19318,0.8181818181818182,23,10,43.5
425432,Bellevue,17524,0.0,0.2,5.3,0.0,91.5,0.0,3.0,532.0,532.0,0.0,14.72,0,1,14243,0.8333333333333334,25,11,44.0
425457,Beaver,17525,0.0,0.6,1.6,0.4,96.3,0.0,1.0,491.0,491.0,0.0,16.37,0,1,12758,2.260869565217391,23,13,56.49999999999999
425480,Beechcroft,17526,0.2,4.8,22.4,59.5,8.4,0.2,4.6,630.0,630.0,0.0,14.32,0,1,20819,20.347826086956523,23,18,78.3
425503,Bellaire,17527,0.3,0.0,1.5,3.1,89.2,0.3,5.6,323.0,323.0,0.0,14.04,0,1,15998,5.130434782608695,25,12,48.0
425528,Belpre,17528,,,,,,,,,,,,0,0,,-9.545454545454545,24,5,20.8
425552,Belmont,17529,,,,,,,,,,,,0,0,,-18.785714285714285,17,1,5.8999999999999995
425569,Benjamin Logan,17530,0.4,0.8,3.9,0.2,90.6,0.0,4.1,491.0,491.0,0.0,16.37,0,1,13071,-13.3,24,2,8.3
425593,Berea,17531,0.3,3.5,8.6,6.2,75.5,0.2,5.7,1822.0,1822.0,0.0,19.93,0,1,20845,3.142857142857143,11,4,36.4
425604,Berea-Midpark,17532,0.3,3.5,8.6,6.2,75.5,0.2,5.7,1822.0,1822.0,0.0,19.93,0,1,20845,1.5789473684210527,20,10,50.0
425624,Benedictine,17533,0.0,0.7,4.7,45.4,42.4,1.0,5.7,297.0,297.0,,13.5,1,1,,-5.695652173913044,23,7,30.4
425647,Berkshire,17534,0.0,0.9,0.9,0.2,95.7,0.0,2.1,422.0,422.0,0.0,18.78,0,1,28644,-1.0434782608695652,23,10,43.5
425670,Berne Union,17535,0.0,0.5,1.6,0.5,94.3,0.0,3.0,369.0,247.0,0.0,14.19,0,1,21373,-5.260869565217392,25,12,48.0
425695,Bexley,17536,0.0,2.7,4.8,6.2,80.7,0.0,5.6,745.0,745.0,0.0,16.33,0,1,18647,6.818181818181818,25,13,52.0
425720,Bishop Rosecrans,17537,0.0,4.2,0.0,4.2,76.3,0.0,15.2,118.0,106.0,,10.93,1,1,,-3.857142857142857,21,10,47.599999999999994
425741,Bethel-Tate,17538,0.0,0.0,2.3,0.0,96.6,0.0,1.1,442.0,435.0,0.0,19.22,0,1,13888,-10.375,22,5,22.7
425763,Bethel,17539,0.0,0.7,3.9,1.5,90.1,0.0,3.9,413.0,413.0,0.0,21.02,0,1,12335,-2.652173913043478,28,7,25.0
425791,Bishop Fenwick,17540,0.0,3.4,2.0,4.6,89.1,0.0,1.0,506.0,506.0,,13.57,1,1,,-4.826086956521739,29,6,20.7
425820,Big Walnut,17541,0.1,1.3,4.4,1.3,89.7,0.1,3.2,1189.0,1189.0,0.0,22.27,0,1,27043,-1.88,25,12,48.0
425845,Black River,17542,0.0,0.3,3.0,0.7,95.3,0.0,0.7,300.0,300.0,0.0,13.04,0,1,17220,-9.043478260869565,23,6,26.1
425868,Bloom-Carroll,17543,0.2,0.2,1.1,2.7,92.6,0.0,3.3,636.0,636.0,0.0,22.38,0,1,21709,17.88888888888889,27,24,88.9
425895,Blanchester,17544,0.3,0.0,2.0,0.5,95.9,0.0,1.3,392.0,392.0,0.0,23.06,0,1,13285,-16.166666666666668,24,3,12.5
425919,Bishop Hartley,17545,0.0,2.1,5.6,35.4,50.6,0.0,6.3,717.0,717.0,,14.31,1,1,,-1.8571428571428572,29,10,34.5
425948,Bishop Ready,17546,,,,,,,,,,,,0,0,,15.791666666666666,24,20,83.3
425972,Bishop Watterson,17547,0.0,2.3,2.7,0.0,93.9,0.0,1.1,882.0,882.0,,13.91,1,1,,2.409090909090909,24,12,50.0
425996,Bluffton,17548,0.0,0.0,2.5,0.0,93.8,0.0,3.7,353.0,353.0,0.0,17.65,0,1,10390,15.25,29,21,72.39999999999999
426025,Bloomfield,17549,0.0,0.0,0.0,0.0,97.1,0.0,2.9,102.0,57.0,0.0,8.45,0,1,20307,-23.0,13,1,7.7
426038,Botkins,17550,,,,,,,,,,,,0,0,,15.678571428571429,32,25,78.10000000000001
426070,Bowling Green Christian Academy,17551,,,,,,,,,,,,0,0,,6.333333333333333,22,13,59.099999999999994
426092,Bowling Green,17552,1.3,1.7,12.1,3.7,79.5,0.1,1.7,837.0,837.0,0.0,18.6,0,1,13826,-1.64,26,13,50.0
426118,Boardman,17553,0.1,4.2,8.8,7.1,74.6,0.1,5.1,1218.0,1218.0,0.0,16.24,0,1,13616,4.166666666666667,24,15,62.5
426142,Brecksville-Broadview Heights,17554,0.1,5.8,4.4,2.3,82.1,0.0,5.2,1215.0,1215.0,0.0,18.89,0,1,21182,15.583333333333334,26,22,84.6
426168,Bowsher,17555,,,,,,,,,,,,0,0,,-7.875,19,3,15.8
426187,Bradford,17556,0.0,0.0,1.2,0.0,97.3,0.0,1.5,259.0,119.0,0.0,14.63,0,1,16507,2.380952380952381,22,13,59.099999999999994
426209,Briggs,17557,0.2,3.9,24.4,27.3,37.3,0.0,7.0,1012.0,1012.0,0.0,20.24,0,1,20819,-18.428571428571427,23,6,26.1
426232,Bridgeport,17558,,,,,,,,,,,,0,0,,-30.458333333333332,24,2,8.3
426256,Bristol,17559,,,,,,,,,,,,0,0,,13.75,24,17,70.8
426280,Brookville,17560,0.0,1.3,1.6,0.3,93.8,0.0,3.0,371.0,371.0,0.0,0.0,0,1,13226,-8.761904761904763,21,4,19.0
426301,Brooklyn,17561,0.0,4.0,23.2,9.2,55.7,0.0,7.9,531.0,433.0,0.0,18.63,0,1,15122,1.25,24,12,50.0
426325,Brookfield,17562,0.0,0.0,0.4,1.8,89.4,0.0,8.5,283.0,283.0,0.0,17.15,0,1,12105,-1.0434782608695652,23,11,47.8
426348,Brooke,17563,0.2,0.3,0.9,1.7,95.7,0.0,1.3,1022.0,907.0,0.0,15.25,0,0,14348,0.5217391304347826,24,14,58.3
426372,Brookside,17564,0.4,2.2,13.7,2.4,76.5,0.0,4.8,459.0,459.0,0.0,16.69,0,1,16026,0.5652173913043478,24,14,58.3
426396,Brunswick,17565,0.1,1.7,3.7,2.0,90.1,0.0,2.4,2050.0,2050.0,0.0,22.28,0,1,15403,9.555555555555555,28,19,67.9
426424,Brush,17566,0.1,1.8,3.8,74.3,13.0,0.1,6.9,1090.0,1090.0,0.0,21.33,0,1,22104,22.166666666666668,24,20,83.3
426448,Bryan,17567,0.1,1.4,7.1,0.6,87.8,0.1,2.9,991.0,546.0,0.0,19.14,0,1,13994,-16.32,29,3,10.299999999999999
426477,Buchtel,17568,0.0,0.3,2.8,88.7,3.1,0.0,5.0,862.0,499.0,0.0,10.91,0,1,21129,17.5,28,20,71.39999999999999
426505,Buckeye,17569,0.1,0.3,2.4,1.0,92.9,0.1,3.1,702.0,702.0,0.0,0.0,0,1,11906,6.454545454545454,24,15,62.5
426529,Buckeye Local,17570,0.0,0.0,0.2,1.7,96.3,0.2,1.5,405.0,405.0,0.0,15.0,0,1,14010,-4.7272727272727275,23,8,34.8
426552,Buckeye Central,17571,0.0,0.0,1.6,0.5,96.7,0.0,1.1,183.0,183.0,0.0,11.02,0,1,34000,-5.043478260869565,24,9,37.5
426576,Buckeye Valley,17572,0.0,1.2,3.2,0.2,90.8,0.0,4.7,663.0,663.0,0.0,16.07,0,1,14675,12.695652173913043,23,19,82.6
426599,Buckeye Trail,17573,0.3,0.0,2.0,1.0,96.3,0.0,0.3,298.0,298.0,0.0,14.79,0,1,15386,-1.5833333333333333,25,10,40.0
426624,Caldwell,17574,0.0,1.0,2.4,0.0,96.2,0.0,0.5,210.0,210.0,0.0,11.67,0,1,17561,8.36,25,18,72.0
426649,Calvary Christian,17575,0.0,1.3,0.0,6.6,92.1,0.0,0.0,251.0,63.0,,11.88,1,1,,23.125,9,8,88.9
426658,Bucyrus,17576,0.0,0.0,1.7,1.7,91.3,0.0,5.2,288.0,288.0,0.0,16.94,0,1,17464,-13.91304347826087,27,3,11.1
426685,Cambridge,17577,0.0,0.4,1.3,1.9,91.9,0.0,4.5,529.0,529.0,0.0,17.0,0,1,13596,-7.363636363636363,22,6,27.3
426707,Butler,17578,0.0,2.6,3.8,10.3,76.4,0.1,6.7,845.0,845.0,0.0,18.62,0,1,15500,-5.333333333333333,27,8,29.599999999999998
426734,Canfield,17579,0.7,3.0,3.3,0.7,90.4,0.0,1.8,823.0,823.0,0.0,17.89,0,1,11784,0.7083333333333334,25,11,44.0
426759,Cameron,17580,1.0,0.0,0.0,1.0,97.8,0.0,0.3,314.0,189.0,0.0,9.1,0,0,18942,14.791666666666666,28,17,60.699999999999996
426787,Canton South,17581,0.1,0.4,2.3,8.6,81.7,0.1,6.8,794.0,794.0,0.0,19.37,0,1,18028,1.88,25,15,60.0
426812,Cardinal,17582,0.0,0.7,1.1,0.4,95.4,0.0,2.5,283.0,283.0,0.0,17.69,0,1,18705,2.4,25,14,56.00000000000001
426837,Canal Winchester,17583,0.3,4.3,4.4,26.6,57.7,0.0,6.6,1188.0,1188.0,0.0,19.97,0,1,14100,-4.833333333333333,24,7,29.2
426861,Calvert,17584,,,,,,,,,,,,0,0,,19.074074074074073,28,26,92.9
426889,Canton Central Catholic,17585,0.0,0.6,2.2,3.1,92.2,0.0,1.9,319.0,319.0,,12.56,1,1,,-0.18181818181818182,22,11,50.0
426911,Cardinal Stritch,17586,0.0,0.2,22.4,8.5,61.7,0.0,7.2,518.0,182.0,,11.83,1,1,,3.1923076923076925,26,18,69.19999999999999
426937,Carlisle,17587,0.0,1.1,3.6,0.7,92.3,0.2,2.1,439.0,439.0,0.0,16.88,0,1,23029,-2.5454545454545454,23,12,52.2
426960,Carey,17588,0.0,0.8,3.3,0.4,93.6,0.0,1.9,481.0,308.0,0.0,15.65,0,1,13602,6.24,26,16,61.5
426986,Carroll,17589,0.3,7.4,7.2,5.4,77.1,0.0,2.6,735.0,735.0,,12.25,1,1,,0.9523809523809523,24,11,45.800000000000004
427010,Carrollton,17590,0.3,0.4,1.8,0.4,95.2,0.1,1.8,1046.0,580.0,0.0,19.37,0,1,16015,-10.391304347826088,23,4,17.4
427033,Cardinal Mooney,17591,0.0,0.0,10.2,74.2,7.6,0.0,8.1,236.0,236.0,0.0,42.91,1,1,12638,7.571428571428571,28,18,64.3
427061,Cardington-Lincoln,17592,0.0,0.3,2.6,0.0,93.1,0.0,4.0,303.0,303.0,0.0,19.89,0,1,13176,-14.043478260869565,23,3,13.0
427084,Catholic Central,17593,,,,,,,,551.0,144.0,,0.0,1,1,,11.62962962962963,27,24,88.9
427111,Catholic Central,17594,0.0,2.3,2.3,2.3,90.9,0.0,2.3,220.0,220.0,,11.0,1,1,,-15.666666666666666,24,4,16.7
427135,Centennial,17595,0.1,6.2,14.3,34.2,36.7,0.0,8.5,757.0,757.0,0.0,18.93,0,1,20819,-17.0,24,4,16.7
427159,Centerburg,17596,0.0,0.0,1.6,0.7,90.2,0.0,7.5,306.0,306.0,0.0,15.3,0,1,12333,12.904761904761905,24,18,75.0
427183,Cedarville,17597,,,,,,,,,,,,0,0,,7.84,26,20,76.9
427209,Central Christian,17598,,,,,,,,,,,,0,0,,5.478260869565218,23,14,60.9
427232,Centerville,17599,0.0,10.0,3.3,7.8,74.2,0.0,4.7,2752.0,2752.0,0.0,20.03,0,1,15036,24.2,30,29,96.7
427262,Celina,17600,0.1,1.2,5.1,0.7,85.7,4.3,2.8,740.0,737.0,0.0,16.82,0,1,13626,-7.769230769230769,27,9,33.300000000000004
427289,Central Crossing,17601,0.0,1.8,16.4,18.5,57.6,0.0,5.7,1577.0,1577.0,0.0,19.1,0,1,16326,-5.038461538461538,26,10,38.5
427315,Central Catholic,17602,,,,,,,,,,,,0,0,,10.346153846153847,26,20,76.9
427341,Champion,17603,0.0,0.3,1.8,0.8,94.6,0.0,2.6,387.0,387.0,0.0,17.59,0,1,13262,-17.608695652173914,23,3,13.0
427364,Chagrin Falls,17604,0.0,1.5,2.7,3.8,89.8,0.0,2.1,656.0,656.0,0.0,19.41,0,1,19121,-1.0434782608695652,23,12,52.2
427387,Chalker,17605,,,,,,,,,,,,0,0,,-6.095238095238095,21,7,33.300000000000004
427408,Chaney,17606,0.0,0.1,16.5,64.3,11.5,0.0,7.5,667.0,667.0,0.0,17.1,0,1,29770,8.62962962962963,27,18,66.7
427435,Chillicothe,17607,0.1,1.9,3.2,5.4,76.9,0.1,12.3,875.0,875.0,0.0,28.23,0,1,15105,-9.090909090909092,22,8,36.4
427457,Chaminade Julienne Catholic,17608,0.3,1.2,9.2,27.5,55.8,0.0,6.0,695.0,695.0,,11.72,1,1,,5.64,25,17,68.0
427482,Chesapeake,17609,0.3,0.3,1.2,0.3,96.4,0.0,1.5,330.0,330.0,0.0,16.23,0,1,12629,4.25,26,15,57.699999999999996
427508,Chardon,17610,0.4,0.7,4.1,1.0,91.2,0.0,2.6,1159.0,951.0,0.0,21.46,0,1,14295,6.217391304347826,23,15,65.2
427531,Christian Community,17611,0.0,3.4,3.4,0.0,92.0,0.0,1.1,109.0,32.0,,8.0,1,1,,-12.48,25,7,28.000000000000004
427556,Chippewa,17612,0.5,0.2,2.6,0.2,94.8,0.0,1.8,612.0,418.0,0.0,18.27,0,1,11383,-3.6363636363636362,23,9,39.1
427579,Cincinnati College Prep Academy,17613,0.0,0.0,5.1,89.7,0.9,0.0,4.3,921.0,208.0,0.0,23.62,1,1,10352,22.294117647058822,22,13,59.099999999999994
427601,Cincinnati Country Day,17614,,,,,,,,,,,,0,0,,12.666666666666666,24,13,54.2
427625,Cincinnati Warriors,17615,,,,,,,,,,,,0,0,,11.272727272727273,22,17,77.3
427647,Cincinnati Christian,17616,,,,,,,,,,,,0,0,,8.31578947368421,24,11,45.800000000000004
427671,Clark Montessori,17617,0.1,1.0,3.7,52.9,35.7,0.3,6.2,680.0,427.0,0.0,19.78,0,1,20765,-12.666666666666666,25,4,16.0
427696,Cincinnati Hills Christian Academy,17618,43.8,3.7,2.5,1.7,41.0,1.2,6.1,1137.0,423.0,,16.28,1,1,,10.4,26,20,76.9
427722,Circleville,17619,0.3,1.1,2.4,1.3,89.8,0.3,4.8,627.0,627.0,0.0,19.47,0,1,13454,-4.869565217391305,24,6,25.0
427746,Clay,17620,0.7,0.7,0.7,0.0,95.9,0.0,2.1,145.0,145.0,0.0,5.0,0,1,13281,-25.26086956521739,23,1,4.3
427769,Clay,17621,0.0,1.4,14.8,2.2,79.5,0.0,2.1,1144.0,1144.0,0.0,15.91,0,1,14945,-25.666666666666668,27,1,3.6999999999999997
427796,Clay-Battelle,17622,0.3,0.0,1.5,0.0,97.6,0.0,0.6,340.0,200.0,0.0,13.2,0,0,14447,6.0,22,9,40.9
427818,Clear Fork,17623,0.0,0.6,2.3,0.2,94.4,0.2,2.3,485.0,485.0,0.0,18.31,0,1,12946,-14.12,27,2,7.3999999999999995
427845,Clermont Northeastern,17624,0.0,0.0,0.8,0.3,96.0,0.0,3.0,399.0,399.0,0.0,20.47,0,1,14698,-0.18181818181818182,27,13,48.1
