,Team 1,Team 1 Label,num boys Sports,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Private School,MV,Total Games,Total Wins,Win Percentage
14970,Koinonia Academy,14971,2.0,0.0,0.5,35.2,5.2,58.0,0.0,1.0,199.0,47.0,9.6,1,1,1.0,-6.8,21,8,38.1
14994,Mater Dei,14995,7.0,0.0,4.8,5.7,12.7,76.9,0.0,0.0,316.0,316.0,10.93,1,1,1.0,-7.6,14,2,14.3
15014,Montclair Kimberley Academy,15015,8.0,0.0,13.8,4.4,12.8,57.5,0.0,11.6,1048.0,441.0,6.01,1,1,1.0,2.2142857142857144,14,7,50.0
15058,Old Bridge,15059,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,22.0,22.0,5.79,1,1,1.0,-2.75,25,9,36.0
15072,Passaic Valley,15073,9.0,0.0,2.9,8.6,5.7,82.9,0.0,0.0,35.0,35.0,2.92,1,1,1.0,3.136363636363636,24,14,58.3
15097,Pope John XXIII,15098,9.0,,,,,,,,667.0,577.0,11.48,1,1,1.0,-4.545454545454546,24,10,41.7
15104,Ranney,15105,6.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,644.0,308.0,8.25,1,1,1.0,16.703703703703702,28,21,75.0
15119,Rutgers Prep,15120,6.0,0.0,33.7,2.7,22.2,41.5,0.0,0.0,623.0,390.0,7.42,1,1,1.0,18.37037037037037,28,24,85.7
15132,Sinai Christian Academy,15133,1.0,0.0,0.0,87.5,8.7,2.9,0.0,1.0,126.0,34.0,6.5,1,1,1.0,4.0,21,13,61.9
15139,Somerset Bible Baptist Christian Academy,15140,1.0,0.0,9.8,9.8,25.6,36.6,0.0,18.3,82.0,26.0,9.11,1,1,1.0,9.782608695652174,23,16,69.6
15151,St. Joseph,15152,8.0,0.0,10.3,15.4,7.7,66.7,0.0,0.0,507.0,507.0,14.49,1,1,1.0,8.304347826086957,23,16,69.6
15153,St. Mary,15154,6.0,0.0,4.3,35.9,5.3,43.5,0.5,10.5,209.0,209.0,7.49,1,1,1.0,18.5,28,21,75.0
15156,St. Rose,15157,8.0,0.0,2.2,4.6,2.0,90.5,0.0,0.7,411.0,411.0,8.56,1,1,1.0,-0.6111111111111112,18,9,50.0
15180,Veritas Christian Academy,15181,5.0,,,,,,,,667.0,577.0,11.48,1,1,1.0,-2.555555555555556,36,13,36.1
15184,Verona,15185,10.0,0.0,4.9,10.7,23.1,50.2,0.0,11.1,240.0,69.0,6.94,1,1,1.0,3.04,26,14,53.8
15190,Wall Township,15191,9.0,0.0,2.2,4.6,2.0,90.5,0.0,0.7,411.0,411.0,8.56,1,1,1.0,-16.954545454545453,24,2,8.3
15223,Bishop Guertin,15224,8.0,0.1,9.0,5.2,1.0,81.3,0.0,3.4,793.0,793.0,12.77,1,1,1.0,3.571428571428572,22,14,63.6
15228,Bishop Brady,15229,7.0,0.0,6.6,3.3,1.3,88.8,0.0,0.0,304.0,304.0,10.52,1,1,1.0,0.8235294117647058,24,9,37.5
15237,Derryfield,15238,6.0,0.0,8.0,2.3,2.1,77.1,0.0,10.5,389.0,266.0,7.07,1,1,1.0,6.888888888888889,22,11,50.0
15250,Holy Family Academy,15251,2.0,0.0,3.0,1.0,11.0,85.0,0.0,0.0,100.0,60.0,12.05,1,1,1.0,9.714285714285714,14,11,78.60000000000001
15287,Portsmouth Christian Academy,15288,4.0,0.2,15.8,3.3,2.9,72.1,0.0,5.7,473.0,155.0,9.29,1,1,1.0,7.882352941176471,21,13,61.9
15317,Ben's Ford Christian,15318,3.0,0.0,1.0,0.7,4.2,89.9,0.0,4.2,314.0,99.0,14.72,1,1,1.0,-22.625,8,1,12.5
15321,Amory Christian Academy,15322,2.0,0.0,3.6,0.0,2.4,94.0,0.0,0.0,113.0,22.0,12.0,1,1,1.0,-14.833333333333334,22,2,9.1
15332,Brookhaven Academy,15333,4.0,0.0,1.4,0.8,0.8,97.1,0.0,0.0,577.0,140.0,12.55,1,1,1.0,-16.1,10,1,10.0
15340,Cathedral,15341,7.0,0.0,0.3,1.4,13.7,83.9,0.0,0.7,668.0,187.0,11.46,1,1,1.0,-26.666666666666668,7,0,0.0
15346,Central Hinds Academy,15347,5.0,0.0,0.0,0.2,0.5,99.3,0.0,0.0,446.0,168.0,13.32,1,1,1.0,-19.5,10,2,20.0
15348,Central Holmes Christian,15349,3.0,0.0,0.0,0.0,13.0,87.0,0.0,0.0,232.0,90.0,8.32,1,1,1.0,-14.11111111111111,9,2,22.2
15353,Clinton Christian Academy,15354,4.0,0.7,0.3,0.0,29.9,68.3,0.7,0.0,296.0,115.0,12.46,1,1,1.0,4.4,16,5,31.2
15354,Christian Collegiate Academy,15355,3.0,0.0,0.0,4.6,18.2,70.4,4.6,2.3,57.0,5.0,5.95,1,1,1.0,23.724137931034484,29,24,82.8
15363,Columbia Academy,15364,6.0,0.2,0.0,0.2,1.0,98.5,0.0,0.0,434.0,121.0,10.15,1,1,1.0,-11.545454545454543,11,3,27.3
15386,Franklin Academy,15387,4.0,0.0,1.6,1.6,0.0,96.8,0.0,0.0,211.0,56.0,12.14,1,1,1.0,-15.5,6,1,16.7
15399,Grace Christian,15400,2.0,0.0,0.0,1.8,8.9,89.3,0.0,0.0,140.0,33.0,7.23,1,1,1.0,25.13888888888889,42,40,95.2
15416,Hillcrest Christian,15417,4.0,,,,,,,,303.0,137.0,0.0,1,1,1.0,9.483870967741936,36,23,63.9
15433,Kemper Academy,15434,3.0,0.0,0.0,0.6,1.1,98.3,0.0,0.0,189.0,66.0,5.83,1,1,1.0,-16.125,10,1,10.0
15456,Lumberton,15457,5.0,0.0,0.0,46.7,12.2,37.8,3.3,0.0,90.0,90.0,10.47,1,1,1.0,-15.133333333333333,15,2,13.3
15458,Magnolia Heights,15459,5.0,0.2,0.7,0.2,1.6,96.9,0.0,0.5,686.0,194.0,11.68,1,1,1.0,-1.5,10,4,40.0
15460,Madison-Ridgeland Academy,15461,7.0,0.0,0.5,0.5,2.0,96.8,0.1,0.0,1225.0,339.0,7.59,1,1,1.0,13.571428571428571,21,17,81.0
15481,Newton County,15482,8.0,0.0,0.0,0.0,0.0,98.9,0.0,1.1,184.0,71.0,10.45,1,1,1.0,-23.0,11,1,9.1
15485,Newton County Academy,15486,4.0,0.0,0.0,0.0,0.0,98.9,0.0,1.1,184.0,71.0,10.45,1,1,1.0,-8.125,21,4,19.0
15491,Northeast Baptist,15492,4.0,0.0,0.7,2.0,7.1,89.0,0.0,1.3,175.0,48.0,10.92,1,1,1.0,-38.69230769230769,23,1,4.3
15504,Parklane Academy,15505,4.0,0.0,1.4,0.0,2.8,95.3,0.0,0.5,836.0,305.0,16.8,1,1,1.0,1.0,9,3,33.300000000000004
15521,Prairie View Academy,15522,4.0,0.0,2.7,2.3,3.5,90.3,0.0,1.2,288.0,66.0,11.9,1,1,1.0,7.142857142857143,7,4,57.1
15526,Presbyterian Christian,15527,5.0,0.0,1.0,0.6,4.4,93.5,0.0,0.5,903.0,290.0,9.09,1,1,1.0,16.0,16,11,68.8
15527,Providence Classical Academy,15528,4.0,0.5,3.4,3.2,3.6,88.6,0.0,0.7,480.0,58.0,10.95,1,1,1.0,14.620689655172416,29,22,75.9
15534,Regents,15535,5.0,0.0,0.5,0.0,6.2,93.3,0.0,0.0,233.0,29.0,8.71,1,1,1.0,-2.3,10,5,50.0
15535,Resurrection Catholic,15536,7.0,0.0,1.2,3.7,12.2,81.2,0.0,1.6,245.0,164.0,12.25,1,1,1.0,10.77777777777778,19,17,89.5
15553,Sacred Heart,15554,8.0,0.2,3.8,5.7,6.9,79.0,0.2,4.4,709.0,201.0,12.75,1,1,1.0,-17.4,20,2,10.0
15562,St. Aloysius,15563,5.0,0.2,3.4,0.0,7.8,87.2,0.0,1.4,541.0,176.0,14.07,1,1,1.0,-9.944444444444445,23,7,30.4
15563,St. Joseph,15564,6.0,0.0,5.5,4.7,44.1,43.7,0.0,2.0,272.0,86.0,8.33,1,1,1.0,19.541666666666668,24,21,87.5
15567,St. Andrew's Episcopal,15568,6.0,0.1,8.5,0.0,18.1,65.9,0.0,7.4,1084.0,316.0,7.99,1,1,1.0,20.76,27,21,77.8
15571,St. Stanislaus,15572,7.0,0.0,4.2,1.7,1.2,90.9,0.0,2.1,241.0,168.0,12.75,1,1,1.0,-5.0,18,5,27.800000000000004
15574,Starkville Christian,15575,3.0,0.0,1.4,0.5,4.3,91.5,0.0,2.4,231.0,46.0,12.06,1,1,1.0,1.2,10,4,40.0
15588,Tri-County Academy,15589,3.0,0.0,0.3,0.6,0.0,98.8,0.0,0.3,388.0,109.0,12.36,1,1,1.0,7.7894736842105265,22,15,68.2
15622,Woodlawn Prep,15623,1.0,0.2,0.0,0.2,1.0,98.5,0.0,0.0,434.0,121.0,10.15,1,1,1.0,10.375,24,20,83.3
15628,Archbishop Curley,15629,7.0,0.2,3.4,4.0,23.9,63.9,0.4,4.3,532.0,532.0,14.0,1,1,1.0,-4.785714285714286,14,6,42.9
15633,Avalon,15634,5.0,0.0,8.3,12.0,19.8,49.5,0.0,10.4,192.0,103.0,8.81,1,1,1.0,-4.5,14,6,42.9
15634,Arlington Baptist,15635,4.0,0.0,0.6,1.2,93.6,3.5,0.0,1.2,188.0,39.0,11.32,1,1,1.0,-17.5625,16,4,25.0
15637,Archbishop Spalding,15638,10.0,0.2,2.4,4.2,5.6,84.7,0.0,3.0,1227.0,1227.0,14.12,1,1,1.0,10.194444444444445,36,25,69.39999999999999
15643,Bishop McNamara,15644,9.0,0.1,1.2,2.6,76.7,5.7,1.2,12.6,858.0,858.0,9.83,1,1,1.0,11.0,28,22,78.60000000000001
15651,Bishop Walsh,15652,7.0,0.0,7.2,3.5,3.5,79.0,0.0,6.9,405.0,156.0,11.38,1,1,1.0,-3.875,27,9,33.300000000000004
15658,Carroll Christian,15659,6.0,0.0,8.0,4.2,12.2,72.6,0.0,3.0,306.0,97.0,6.69,1,1,1.0,4.571428571428571,21,12,57.1
15660,Calvert Hall,15661,10.0,0.0,3.7,2.8,15.9,74.3,0.0,3.3,1176.0,1176.0,10.29,1,1,1.0,-8.741935483870968,31,10,32.300000000000004
15670,Chapelgate Christian Academy,15671,5.0,0.0,22.9,1.1,27.4,42.5,0.0,6.0,303.0,183.0,12.49,1,1,1.0,0.1875,33,19,57.6
15682,Clinton Grace,15683,4.0,0.0,1.9,4.0,85.1,4.9,0.0,4.0,505.0,123.0,10.85,1,1,1.0,11.38095238095238,22,14,63.6
15683,Concordia Prep,15684,6.0,0.0,1.9,4.1,30.1,59.9,0.0,4.1,369.0,242.0,13.98,1,1,1.0,-1.6666666666666667,8,1,12.5
15684,Covenant Life,15685,5.0,0.4,16.5,21.6,12.7,48.7,0.0,0.0,279.0,89.0,9.71,1,1,1.0,3.6818181818181817,22,12,54.50000000000001
15690,Cumberland Valley Christian,15691,4.0,0.0,7.5,4.3,3.0,85.2,0.0,0.0,409.0,111.0,14.88,1,1,1.0,-5.285714285714286,22,6,27.3
15696,DeMatha,15697,11.0,0.7,1.4,11.2,43.5,30.6,0.0,12.6,814.0,814.0,8.47,1,1,1.0,8.678571428571429,28,21,75.0
15711,Faith Christian Academy,15712,3.0,0.0,4.5,0.7,2.8,87.1,0.0,4.9,306.0,70.0,13.35,1,1,1.0,-4.346153846153846,26,14,53.8
15719,Frederick Christian Academy,15720,6.0,2.7,6.7,9.3,26.7,54.7,0.0,0.0,85.0,18.0,6.82,1,1,1.0,19.59259259259259,28,21,75.0
15722,Friends,15723,6.0,0.2,2.8,3.3,20.6,62.3,0.2,10.5,875.0,395.0,8.48,1,1,1.0,-13.4,25,4,16.0
15724,Gilman,15725,12.0,0.2,13.8,1.3,10.7,62.8,4.3,6.9,1028.0,482.0,7.04,1,1,1.0,-8.916666666666666,12,2,16.7
15725,Gerstell Academy,15726,5.0,0.0,6.1,3.3,11.4,77.2,2.0,0.0,401.0,180.0,7.09,1,1,1.0,-13.636363636363637,11,3,27.3
15727,Georgetown Prep,15728,8.0,0.0,12.3,7.0,15.3,62.4,0.0,3.0,497.0,497.0,8.04,1,1,1.0,3.8,22,11,50.0
15729,Glenelg Country,15730,8.0,0.3,17.2,3.8,16.6,52.3,0.0,9.8,748.0,312.0,5.58,1,1,1.0,-11.0625,19,3,15.8
15735,Greater Grace Christian Academy,15736,5.0,0.0,3.4,1.4,33.6,43.3,0.0,18.3,208.0,58.0,11.3,1,1,1.0,3.0,23,11,47.8
15740,Harford Christian,15741,5.0,0.0,2.7,1.5,11.5,80.8,0.0,3.5,260.0,79.0,10.28,1,1,1.0,-16.4,20,5,25.0
15744,Hebrew Academy,15745,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,20.0,1.83,1,1,1.0,6.0,10,4,40.0
15745,Heritage Academy,15746,4.0,0.0,3.9,5.6,3.9,85.0,1.7,0.0,188.0,56.0,9.28,1,1,1.0,6.3478260869565215,23,15,65.2
15755,King's Christian Academy,15756,4.0,0.0,3.1,3.1,26.7,65.1,0.3,1.7,369.0,104.0,11.73,1,1,1.0,-4.222222222222222,18,8,44.4
15772,McLean,15773,6.0,0.0,4.1,8.7,18.5,62.1,0.0,6.6,438.0,169.0,5.03,1,1,1.0,-6.857142857142857,14,7,50.0
15773,McDonogh,15774,8.0,0.2,7.3,2.6,16.0,58.5,8.9,6.6,1409.0,654.0,7.49,1,1,1.0,-15.384615384615383,18,1,5.6000000000000005
15782,Mount Airy Christian Academy,15783,4.0,0.0,0.0,0.0,44.4,50.0,0.0,5.6,18.0,12.0,3.91,1,1,1.0,10.272727272727272,22,15,68.2
15788,Mount St. Joseph,15789,11.0,0.2,2.6,3.1,19.4,70.7,0.3,3.7,898.0,898.0,11.47,1,1,1.0,15.945945945945946,37,30,81.10000000000001
15789,National Christian Academy White,15790,1.0,2.5,0.4,5.4,90.1,1.6,0.0,0.0,277.0,88.0,14.24,1,1,1.0,-13.208333333333334,24,2,8.3
15792,National Christian Academy,15793,5.0,2.5,0.4,5.4,90.1,1.6,0.0,0.0,277.0,88.0,14.24,1,1,1.0,11.382352941176473,34,27,79.4
15793,New Hope Academy,15794,3.0,0.0,2.8,5.6,77.1,8.3,0.0,6.2,170.0,52.0,6.61,1,1,1.0,5.035714285714286,28,17,60.7
15794,New Life Christian,15795,5.0,0.0,5.4,5.4,9.1,70.0,0.0,10.0,270.0,90.0,9.95,1,1,1.0,4.894736842105263,19,12,63.2
15815,Our Lady of Mount Carmel,15816,6.0,0.4,2.4,9.0,24.2,59.4,0.0,4.7,530.0,171.0,19.02,1,1,1.0,9.515151515151516,33,25,75.8
15819,Pallotti,15820,6.0,0.0,2.2,5.9,68.0,18.7,0.2,4.9,406.0,406.0,8.53,1,1,1.0,-10.5,14,3,21.4
15828,Perry Hall Christian,15829,4.0,0.0,2.4,9.6,15.9,72.2,0.0,0.0,352.0,102.0,11.28,1,1,1.0,-0.68,25,11,44.0
15841,Rockbridge Academy,15842,5.0,0.0,2.6,2.2,17.0,70.1,0.4,7.8,526.0,247.0,7.61,1,1,1.0,-34.55555555555556,9,0,0.0
15847,Salisbury,15848,,0.0,0.0,3.8,3.8,78.8,0.0,13.5,52.0,10.0,7.54,1,1,1.0,-2.7777777777777777,12,5,41.7
15848,Rosedale Christian Academy,15849,4.0,0.0,2.2,8.2,50.2,33.0,0.0,6.4,721.0,103.0,12.52,1,1,1.0,10.607142857142858,28,20,71.39999999999999
15849,Salisbury Christian,15850,6.0,0.8,4.7,3.8,6.3,80.4,0.0,4.0,546.0,158.0,9.64,1,1,1.0,-6.777777777777778,18,6,33.300000000000004
15855,Smith Jewish Day School,15856,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,920.0,338.0,7.47,1,1,1.0,6.523809523809524,26,14,53.8
15867,Spencerville Adventist Academy,15868,4.0,0.0,7.4,27.8,20.7,31.3,0.0,12.8,420.0,184.0,14.45,1,1,1.0,-17.4,15,4,26.700000000000003
15871,St. Paul's,15872,10.0,0.0,4.4,1.5,16.0,71.1,0.0,7.0,889.0,343.0,7.03,1,1,1.0,-1.1538461538461535,16,6,37.5
15875,Takoma Academy,15876,4.0,0.5,3.3,15.0,70.4,0.0,1.4,9.4,213.0,213.0,12.99,1,1,1.0,13.391304347826088,24,16,66.7
15878,The Heights,15879,6.0,0.0,5.5,11.6,26.6,51.3,0.0,5.0,200.0,119.0,4.74,1,1,1.0,-21.789473684210527,19,3,15.8
15879,Tome,15880,6.0,0.0,3.0,2.1,1.9,81.6,7.7,3.7,430.0,134.0,10.17,1,1,1.0,-13.5,13,3,23.1
15880,St. Mary's,15881,6.0,0.6,1.4,4.7,3.9,85.4,0.0,3.9,507.0,507.0,14.91,1,1,1.0,12.441176470588236,34,26,76.5
15882,St. Frances Academy,15883,7.0,0.0,0.0,1.9,94.9,1.9,0.0,1.4,214.0,214.0,11.2,1,1,1.0,14.634146341463415,41,35,85.39999999999999
15887,Tri-State Christian,15888,5.0,0.0,2.7,1.6,13.0,77.7,0.0,4.9,214.0,56.0,10.64,1,1,1.0,21.363636363636363,33,29,87.9
15893,West Nottingham,15894,7.0,0.0,4.9,6.2,49.4,24.7,0.0,14.8,81.0,81.0,6.23,1,1,1.0,-6.625,10,3,30.0
15912,Arrupe Jesuit,15913,6.0,0.2,0.2,95.4,1.6,2.0,0.0,0.5,438.0,438.0,16.85,1,1,1.0,1.3,20,10,50.0
15931,Beth Eden Baptist,15932,2.0,0.6,13.9,29.1,1.9,45.6,0.0,8.9,185.0,63.0,10.53,1,1,1.0,-17.928571428571427,15,3,20.0
15933,Bishop Machebeuf,15934,11.0,,,,,,,,338.0,338.0,13.1,1,1,1.0,-2.523809523809524,21,8,38.1
15941,Campion Academy,15942,4.0,0.0,15.5,33.1,7.0,42.2,0.0,2.1,142.0,142.0,9.4,1,1,1.0,-35.0,6,0,0.0
15966,Colorado Springs School,15967,9.0,1.0,8.2,10.4,3.2,52.4,1.9,23.0,333.0,99.0,8.34,1,1,1.0,-16.0,17,5,29.4
15981,DSST: College View,15982,5.0,1.1,3.6,10.9,2.4,76.6,0.7,4.7,889.0,889.0,11.35,1,1,1.0,-33.55555555555556,19,2,10.5
15983,Dayspring Christian Academy,15984,5.0,0.0,0.5,13.6,2.3,68.3,2.0,13.3,473.0,90.0,13.96,1,1,1.0,-3.684210526315789,19,7,36.8
15987,Denver Academy,15988,8.0,15.0,2.4,4.5,2.6,69.3,1.0,5.2,381.0,196.0,6.04,1,1,1.0,-17.6,20,5,25.0
15999,Denver Waldorf,16000,5.0,0.3,2.0,4.0,0.7,75.0,0.7,17.2,343.0,68.0,10.28,1,1,1.0,16.095238095238095,21,16,76.2
16018,Evangel Christian Academy,16019,5.0,0.0,2.2,2.2,1.3,94.2,0.0,0.0,258.0,78.0,12.35,1,1,1.0,20.23076923076923,26,23,88.5
16025,Flatirons Academy,16026,3.0,0.0,0.0,28.3,3.2,66.0,0.0,2.4,398.0,68.0,16.94,1,1,1.0,3.523809523809524,21,13,61.9
16030,Fountain Valley,16031,9.0,0.0,9.6,3.8,2.1,84.6,0.0,0.0,240.0,240.0,6.35,1,1,1.0,-10.176470588235292,17,6,35.3
16036,Front Range Christian,16037,8.0,0.3,3.2,7.4,1.3,81.9,0.0,6.0,465.0,131.0,10.03,1,1,1.0,5.789473684210527,19,9,47.4
16037,Frontier Academy,16038,6.0,0.0,0.5,13.6,2.3,68.3,2.0,13.3,473.0,90.0,13.96,1,1,1.0,-18.45,20,4,20.0
16072,Holy Family,16073,11.0,0.0,0.0,15.0,0.0,85.0,0.0,0.0,20.0,9.0,3.77,1,1,1.0,3.875,24,14,58.3
16077,Kent Denver,16078,11.0,0.0,6.1,3.3,3.1,74.1,0.0,13.3,700.0,400.0,8.33,1,1,1.0,10.652173913043478,23,15,65.2
16097,Longmont Christian,16098,5.0,0.0,0.0,5.2,93.0,0.0,0.0,1.7,196.0,60.0,5.12,1,1,1.0,-6.631578947368421,19,7,36.8
16101,Lutheran,16102,10.0,0.3,4.8,6.4,2.6,80.4,0.2,5.3,683.0,683.0,15.74,1,1,1.0,6.3478260869565215,23,14,60.9
16116,Mile High Academy,16117,4.0,0.0,3.8,15.9,5.8,60.6,8.7,5.3,220.0,66.0,12.76,1,1,1.0,-19.33333333333333,18,4,22.2
16122,Mountain Range,16123,11.0,0.0,0.0,28.3,3.2,66.0,0.0,2.4,398.0,68.0,16.94,1,1,1.0,-8.347826086956522,23,8,34.8
16128,Mullen,16129,13.0,1.1,3.6,10.9,2.4,76.6,0.7,4.7,889.0,889.0,11.35,1,1,1.0,-1.24,25,10,40.0
16144,Pikes Peak Christian,16145,6.0,20.5,4.8,10.0,2.4,62.4,0.0,0.0,340.0,49.0,8.75,1,1,1.0,14.1,20,13,65.0
16174,Regis Jesuit,16175,13.0,0.5,3.6,10.5,5.6,70.5,0.4,8.8,1632.0,1632.0,12.67,1,1,1.0,2.9565217391304346,23,15,65.2
16178,Rocky Mountain Lutheran,16179,5.0,0.0,3.6,17.9,1.8,76.8,0.0,0.0,56.0,56.0,7.67,1,1,1.0,3.8947368421052633,19,10,52.6
16205,St. Mary's,16206,12.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,4.0,1.0,4.0,1,1,1.0,22.074074074074076,27,24,88.9
16225,Vail Mountain,16226,5.0,0.0,3.0,5.4,1.2,89.7,0.0,0.7,429.0,158.0,8.25,1,1,1.0,14.095238095238097,22,18,81.8
16229,University,16230,7.0,0.0,0.5,13.6,2.3,68.3,2.0,13.3,473.0,90.0,13.96,1,1,1.0,9.68,25,17,68.0
16230,Vail Christian,16231,9.0,0.7,1.5,8.8,1.5,86.1,0.0,1.5,137.0,137.0,8.01,1,1,1.0,9.291666666666666,24,15,62.5
16231,Valor Christian,16232,13.0,0.3,4.0,4.7,2.0,84.8,0.9,3.2,1187.0,1187.0,11.65,1,1,1.0,-3.652173913043478,23,8,34.8
16299,Juan Diego Catholic,16300,12.0,0.7,8.9,27.0,3.3,50.9,3.7,5.6,733.0,733.0,17.66,1,1,1.0,5.5,26,19,73.1
16300,Intermountain Christian,16301,10.0,3.0,6.0,8.0,5.3,77.1,0.7,0.0,326.0,97.0,9.32,1,1,1.0,-8.0,21,6,28.6
16321,Mount Vernon,16322,9.0,3.1,13.4,14.4,6.2,62.9,0.0,0.0,97.0,36.0,11.28,1,1,1.0,-16.1,20,2,10.0
16328,Northridge,16329,12.0,0.0,4.4,0.0,0.0,95.6,0.0,0.0,45.0,45.0,7.5,1,1,1.0,-1.5833333333333333,24,9,37.5
16331,Orem,16332,12.0,0.0,4.8,2.9,1.0,88.4,1.9,1.0,142.0,5.0,9.12,1,1,1.0,13.653846153846152,26,22,84.6
16377,Viewmont,16378,13.0,24.7,0.0,19.8,12.4,35.8,0.0,7.4,81.0,63.0,13.28,1,1,1.0,-4.583333333333333,24,10,41.7
16380,Waterford,16381,11.0,0.0,14.9,4.2,2.3,74.3,0.7,3.6,970.0,331.0,8.41,1,1,1.0,6.647058823529412,17,8,47.1
16412,Deering,16413,,0.0,6.4,3.0,5.3,80.6,1.1,3.6,361.0,361.0,12.2,1,1,1.0,-3.3157894736842106,25,8,32.0
16422,Edward Little,16423,,0.0,0.0,0.0,19.0,81.0,0.0,0.0,21.0,12.0,5.25,1,1,1.0,10.91304347826087,26,19,73.1
16424,Foxcroft Academy,16425,12.0,0.8,7.9,1.0,0.5,89.8,0.0,0.0,392.0,392.0,9.31,1,1,1.0,9.2,20,14,70.0
16426,George Stevens Academy,16427,11.0,0.0,7.2,1.5,1.5,88.2,0.6,0.9,331.0,331.0,12.21,1,1,1.0,11.444444444444445,23,14,60.9
16429,Greater Houlton Christian Academy,16430,8.0,0.0,2.0,1.0,1.0,96.0,0.0,0.0,108.0,28.0,10.86,1,1,1.0,5.25,8,5,62.5
16445,Lee Academy,16446,8.0,4.5,21.2,0.6,6.7,67.0,0.0,0.0,179.0,171.0,15.84,1,1,1.0,-1.1875,20,9,45.0
16456,Maine Central Institute,16457,11.0,0.3,14.7,4.0,2.3,78.3,0.0,0.3,300.0,300.0,8.11,1,1,1.0,-9.45,23,5,21.7
16480,Pine Tree Academy,16481,5.0,0.0,0.0,20.7,10.8,68.5,0.0,0.0,112.0,54.0,8.22,1,1,1.0,-5.95,20,8,40.0
16489,Sanford,16490,,0.0,0.0,0.0,4.0,94.0,2.0,0.0,58.0,12.0,5.56,1,1,1.0,0.375,17,9,52.900000000000006
16505,Thornton Academy,16506,13.0,0.1,10.7,0.8,3.2,85.1,0.0,0.0,1664.0,1434.0,12.15,1,1,1.0,4.318181818181818,22,13,59.1
16511,Waynflete,16512,12.0,0.2,4.5,1.7,7.1,82.7,0.0,3.9,567.0,260.0,6.17,1,1,1.0,5.6,21,10,47.6
16525,Ascension Christian,16526,6.0,,,,,,,,516.0,147.0,13.06,1,1,1.0,-3.04,26,12,46.2
16527,Archbishop Shaw,16528,6.0,0.0,0.0,5.6,94.4,0.0,0.0,0.0,18.0,9.0,4.0,1,1,1.0,14.151515151515152,33,26,78.8
16529,Archbishop Rummel,16530,6.0,0.2,1.9,10.2,12.2,75.3,0.3,0.0,648.0,527.0,13.56,1,1,1.0,-8.724137931034482,29,9,31.0
16531,Acadiana Christian,16532,5.0,1.5,2.0,2.5,11.0,70.2,0.0,12.9,231.0,52.0,11.89,1,1,1.0,9.9375,16,11,68.8
16532,Ascension Catholic,16533,6.0,0.0,0.5,0.8,24.1,72.8,0.0,1.8,405.0,130.0,14.69,1,1,1.0,4.566666666666666,30,18,60.0
16536,Archbishop Hannan,16537,6.0,0.0,0.3,0.3,1.3,98.1,0.0,0.0,618.0,517.0,12.29,1,1,1.0,15.555555555555555,37,28,75.7
16539,Ascension Episcopal,16540,5.0,1.2,1.2,2.1,1.0,93.4,0.0,1.2,729.0,273.0,9.66,1,1,1.0,-0.074074074074074,31,16,51.6
16565,Brighton,16566,4.0,0.0,2.7,1.4,16.4,76.7,0.0,2.7,146.0,53.0,6.35,1,1,1.0,-15.454545454545457,22,8,36.4
16570,Brother Martin,16571,11.0,0.2,2.2,7.7,10.4,79.5,0.1,0.0,1062.0,859.0,14.2,1,1,1.0,13.294117647058824,34,25,73.5
16584,Cedar Creek,16585,5.0,0.0,3.7,0.5,1.8,92.5,0.0,1.5,716.0,200.0,9.4,1,1,1.0,-4.44,29,11,37.9
16590,Central Catholic,16591,6.0,0.0,0.7,1.4,14.2,82.8,0.0,0.9,485.0,164.0,10.12,1,1,1.0,22.0,24,18,75.0
16592,Central Private,16593,5.0,0.0,1.4,0.5,1.4,95.9,0.0,0.8,416.0,117.0,8.0,1,1,1.0,-29.3,23,3,13.0
16593,Christian Academy of Louisiana,16594,5.0,0.0,0.0,0.0,22.2,0.0,0.0,5.6,102.0,16.0,9.18,1,1,1.0,-21.153846153846157,13,1,7.7
16597,Claiborne Christian,16598,5.0,0.0,1.8,0.4,6.1,90.2,0.0,1.4,397.0,80.0,14.58,1,1,1.0,2.3870967741935485,31,15,48.4
16603,Covenant Christian Academy,16604,6.0,2.3,0.9,2.5,13.5,77.9,0.0,2.9,443.0,127.0,16.41,1,1,1.0,-18.58333333333333,18,2,11.1
16607,Cristo Rey,16608,3.0,0.0,0.0,9.8,89.1,0.0,0.0,1.2,174.0,174.0,12.61,1,1,1.0,-24.11764705882353,25,1,4.0
16609,Crescent City Christian,16610,5.0,1.3,1.3,18.6,24.5,46.7,0.0,7.5,331.0,130.0,8.74,1,1,1.0,-23.80952380952381,25,2,8.0
