,Team 1,Team 1 Label,num boys Sports,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Private School,MV,Total Games,Total Wins,Win Percentage
13611,Mount Vernon,13612,10.0,0.0,1.0,12.2,28.6,58.2,0.0,0.0,98.0,55.0,5.44,1,1,1.0,8.925925925925926,27,16,59.3
13612,Mountain Area Christian Academy,13613,4.0,0.0,0.0,0.0,0.0,95.0,0.0,5.0,207.0,34.0,8.7,1,1,1.0,-1.7727272727272727,22,11,50.0
13613,Mount Pisgah Christian,13614,11.0,0.4,11.0,3.1,9.5,70.4,0.0,5.6,901.0,294.0,11.99,1,1,1.0,11.392857142857142,28,21,75.0
13620,New Creation Christian Academy,13621,9.0,0.0,3.7,3.6,14.6,78.2,0.0,0.0,733.0,256.0,18.33,1,1,1.0,13.407407407407408,29,20,69.0
13621,New Hampstead,13622,7.0,0.0,1.8,2.7,10.9,84.6,0.0,0.0,123.0,21.0,8.8,1,1,1.0,2.7142857142857144,24,11,45.8
13625,North Atlanta,13626,10.0,0.0,7.4,1.4,28.8,57.7,0.0,4.7,215.0,125.0,7.34,1,1,1.0,-5.652173913043479,28,11,39.3
13641,Notre Dame Academy,13642,6.0,0.5,8.3,7.4,13.8,59.1,0.2,10.7,461.0,128.0,7.68,1,1,1.0,-35.23529411764706,17,0,0.0
13645,Oakwood Christian,13646,4.0,0.0,1.2,0.4,1.2,93.8,0.0,3.5,285.0,63.0,11.38,1,1,1.0,-38.55555555555556,9,0,0.0
13647,Oak Mountain Academy,13648,6.0,0.0,4.0,4.6,13.6,77.8,0.0,0.0,198.0,58.0,6.83,1,1,1.0,2.111111111111111,18,6,33.300000000000004
13651,Old Suwanee Christian,13652,5.0,0.0,1.2,12.5,18.1,68.1,0.0,0.0,170.0,42.0,10.96,1,1,1.0,-22.68421052631579,24,3,12.5
13654,Peachtree Academy,13655,8.0,,,,,,,,332.0,97.0,18.8,1,1,1.0,-39.333333333333336,12,0,0.0
13655,Paideia,13656,9.0,0.0,6.4,0.9,2.7,83.2,0.0,6.8,993.0,443.0,13.98,1,1,1.0,4.133333333333334,30,17,56.7
13660,Pace Academy,13661,10.0,0.2,7.0,3.1,9.2,74.6,0.0,6.0,1108.0,470.0,7.56,1,1,1.0,23.0,30,25,83.3
13662,Philadelphia Christian School,13663,2.0,0.0,0.0,11.1,0.0,87.3,0.0,1.6,73.0,14.0,10.0,1,1,1.0,-6.444444444444445,20,6,30.0
13670,Piedmont Academy,13671,6.0,0.0,0.0,3.0,2.5,93.9,0.0,0.5,214.0,91.0,9.3,1,1,1.0,13.0,26,18,69.19999999999999
13671,Pinecrest Academy,13672,8.0,0.0,0.0,0.0,10.0,80.0,0.0,10.0,10.0,9.0,7.14,1,1,1.0,2.6153846153846154,26,15,57.7
13685,Riverside Military Academy,13686,9.0,,,,,,,,379.0,325.0,6.53,1,1,1.0,-23.526315789473685,20,0,0.0
13689,Robert Toombs Christian Academy,13690,6.0,0.0,0.3,1.4,4.2,93.3,0.0,0.7,318.0,86.0,6.6,1,1,1.0,18.33333333333333,26,21,80.80000000000001
13690,Rock Springs Christian Academy,13691,8.0,0.0,1.5,0.9,2.6,94.1,0.0,0.9,369.0,94.0,12.51,1,1,1.0,-3.739130434782609,23,10,43.5
13703,Savannah Country Day,13704,10.0,0.0,5.3,2.8,4.2,82.7,0.0,5.0,882.0,305.0,8.05,1,1,1.0,3.333333333333333,27,13,48.1
13706,Shiloh Hills Christian,13707,5.0,,,,,,,,146.0,45.0,6.17,1,1,1.0,-11.666666666666666,12,4,33.300000000000004
13711,Sequoyah,13712,9.0,0.0,2.3,6.9,6.0,80.3,0.0,4.6,218.0,72.0,11.41,1,1,1.0,11.28125,32,25,78.10000000000001
13714,South Cobb,13715,9.0,0.0,7.8,1.8,72.0,17.9,0.5,0.0,245.0,88.0,7.57,1,1,1.0,-5.208333333333333,24,8,33.300000000000004
13719,South Forsyth,13720,12.0,0.0,0.0,0.0,10.0,80.0,0.0,10.0,10.0,9.0,7.14,1,1,1.0,-2.9655172413793105,29,12,41.4
13724,Southwest Atlanta Christian,13725,6.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,127.0,33.0,5.79,1,1,1.0,5.193548387096774,31,16,51.6
13727,Southwest Georgia Academy,13728,8.0,0.0,0.0,0.0,0.8,99.2,0.0,0.0,391.0,107.0,8.77,1,1,1.0,-16.041666666666668,25,7,28.000000000000004
13734,St. Andrew's,13735,11.0,0.0,1.3,0.4,1.7,94.4,0.4,1.7,491.0,171.0,8.62,1,1,1.0,12.655172413793103,29,25,86.2
13739,St. Pius X Catholic,13740,11.0,0.5,2.8,8.6,7.0,75.4,0.2,5.4,1106.0,1106.0,11.02,1,1,1.0,18.1,30,26,86.7
13743,Stratford Academy,13744,10.0,0.0,12.2,1.0,5.8,78.6,0.0,2.4,742.0,295.0,12.32,1,1,1.0,4.148148148148148,27,16,59.3
13745,Sugar Hill Christian Academy,13746,4.0,0.7,3.6,2.9,10.4,67.5,9.2,5.8,495.0,100.0,5.19,1,1,1.0,-2.592592592592593,27,15,55.60000000000001
13747,T.H.R.I.V.E. Christian Academy,13748,2.0,0.0,0.0,11.1,55.6,18.5,0.0,14.8,54.0,27.0,7.71,1,1,1.0,10.615384615384617,18,10,55.60000000000001
13748,Strong Rock Christian,13749,11.0,0.2,3.3,7.3,11.2,73.8,0.4,3.8,846.0,270.0,9.79,1,1,1.0,-16.875,24,5,20.8
13756,Terrell Academy,13757,10.0,,,,,,,,373.0,144.0,10.93,1,1,1.0,22.68,25,23,92.0
13762,Thomas Jefferson Academy,13763,6.0,0.0,0.9,0.9,0.4,96.5,0.0,1.3,247.0,77.0,8.87,1,1,1.0,-5.095238095238095,21,8,38.1
13765,Tattnall Square Academy,13766,8.0,0.8,2.5,0.6,5.9,89.5,0.0,0.6,528.0,183.0,10.84,1,1,1.0,1.962962962962963,27,13,48.1
13774,Trinity Christian,13775,4.0,0.0,1.5,0.5,5.0,89.6,1.0,2.5,208.0,63.0,10.92,1,1,1.0,2.636363636363636,12,4,33.300000000000004
13777,Trinity Christian,13778,11.0,0.0,7.0,5.7,21.5,60.8,1.3,3.8,167.0,81.0,7.52,1,1,1.0,-27.04,25,6,24.0
13778,Trinity Christian,13779,8.0,0.0,0.0,2.7,2.7,94.7,0.0,0.0,398.0,161.0,8.1,1,1,1.0,-1.827586206896552,29,11,37.9
13780,Troup County,13781,7.0,0.0,6.2,1.3,8.8,83.8,0.0,0.0,340.0,88.0,9.17,1,1,1.0,-8.857142857142858,21,4,19.0
13782,Trinity Christian School of Griffin,13783,7.0,0.6,2.5,3.1,8.7,85.1,0.0,0.0,161.0,106.0,6.36,1,1,1.0,3.8333333333333335,24,13,54.2
13783,Twiggs Academy,13784,7.0,0.0,0.0,0.0,1.7,96.6,0.0,1.7,125.0,44.0,7.92,1,1,1.0,3.230769230769231,26,17,65.4
13788,Union Grove,13789,9.0,0.0,3.7,3.6,14.6,78.2,0.0,0.0,733.0,256.0,18.33,1,1,1.0,-2.2962962962962963,27,12,44.4
13793,Valwood,13794,10.0,0.2,2.6,3.8,5.7,83.9,0.0,3.8,444.0,170.0,10.76,1,1,1.0,-2.1818181818181817,22,11,50.0
13794,Victory Baptist,13795,4.0,0.0,4.1,7.1,10.7,75.2,0.0,3.0,182.0,56.0,10.0,1,1,1.0,-10.590909090909092,23,6,26.1
13795,Versant Christian,13796,3.0,0.0,0.0,4.8,0.0,95.2,0.0,0.0,62.0,13.0,3.76,1,1,1.0,23.161290322580644,31,27,87.1
13796,W D Mohammed,13797,5.0,0.0,0.0,0.9,83.2,0.0,0.0,15.9,127.0,45.0,6.11,1,1,1.0,2.571428571428572,21,11,52.400000000000006
13799,Walker,13800,9.0,0.0,13.3,4.3,10.0,61.4,0.0,11.0,884.0,358.0,7.02,1,1,1.0,6.642857142857143,28,18,64.3
13817,Westminster Schools of Augusta,13818,9.0,0.0,4.0,3.6,7.4,85.0,0.0,0.0,496.0,181.0,9.54,1,1,1.0,2.6,25,14,56.00000000000001
13818,Westminster,13819,11.0,0.2,7.0,3.1,9.2,74.6,0.0,6.0,1108.0,470.0,7.56,1,1,1.0,-4.869565217391305,23,9,39.1
13827,Whitefield Academy,13828,10.0,0.0,2.2,3.1,17.9,73.4,0.0,3.4,852.0,295.0,11.04,1,1,1.0,4.653846153846154,27,15,55.60000000000001
13831,Windsor Academy,13832,6.0,0.0,1.3,0.6,6.1,90.4,0.0,1.6,337.0,90.0,15.65,1,1,1.0,7.05,20,11,55.00000000000001
13840,Woodward Academy,13841,11.0,0.1,52.9,1.3,16.8,25.3,0.0,3.7,2505.0,1083.0,9.2,1,1,1.0,0.6296296296296297,27,15,55.60000000000001
13841,Young Americans Christian,13842,8.0,0.0,4.3,9.9,39.7,44.0,0.0,2.1,484.0,164.0,11.28,1,1,1.0,0.1666666666666666,25,12,48.0
13894,Great Plains Lutheran,13895,5.0,0.0,2.3,0.8,4.6,91.7,0.0,0.8,132.0,132.0,10.48,1,1,1.0,-4.238095238095238,21,8,38.1
13911,James Valley Christian,13912,3.0,0.0,2.0,2.0,2.0,89.5,0.0,4.5,231.0,62.0,10.81,1,1,1.0,7.857142857142857,21,10,47.6
13925,Lincoln,13926,7.0,9.1,0.0,9.1,6.1,75.8,0.0,0.0,33.0,8.0,11.0,1,1,1.0,7.68,25,15,60.0
13946,O'Gorman,13947,6.0,0.3,2.2,3.5,3.0,87.9,0.0,3.1,736.0,736.0,16.03,1,1,1.0,12.24,25,22,88.0
13954,Rapid City Christian,13955,8.0,0.0,2.0,2.0,2.0,93.9,0.0,0.0,246.0,132.0,11.55,1,1,1.0,11.478260869565217,23,17,73.9
13956,Red Cloud,13957,5.0,90.8,0.2,5.9,0.0,1.2,0.0,1.8,491.0,185.0,9.3,1,1,1.0,9.818181818181818,22,15,68.2
13958,Roncalli,13959,4.0,2.1,1.2,1.2,2.5,89.9,3.2,0.0,502.0,128.0,10.96,1,1,1.0,-11.714285714285714,21,6,28.6
13964,Sioux Falls Christian,13965,6.0,0.1,1.1,1.6,1.4,95.4,0.4,0.0,1350.0,330.0,15.22,1,1,1.0,5.923076923076923,26,16,61.5
13972,Sunshine Bible Academy,13973,4.0,4.3,2.9,1.4,2.9,85.7,0.0,2.9,70.0,52.0,5.56,1,1,1.0,-34.44444444444444,18,0,0.0
14001,Aquinas,14002,6.0,0.2,2.8,2.4,1.1,93.4,0.0,0.0,916.0,291.0,9.11,1,1,1.0,8.722222222222221,24,12,50.0
14014,Appleton North,14015,6.0,0.2,5.1,2.5,1.0,87.8,0.0,3.4,682.0,682.0,14.51,1,1,1.0,7.074074074074074,27,16,59.3
14021,Assumption,14022,5.0,0.0,6.7,2.2,0.8,88.8,0.0,1.5,134.0,134.0,9.24,1,1,1.0,-3.7916666666666665,28,10,35.7
14024,Augustine Prep,14025,3.0,0.0,0.0,98.9,0.4,0.7,0.0,0.0,544.0,544.0,17.78,1,1,1.0,-5.0,9,3,33.300000000000004
14028,Barack Obama Career & Tech,14029,5.0,0.0,3.3,5.0,49.5,24.2,0.3,17.6,329.0,67.0,9.12,1,1,1.0,-11.25,20,5,25.0
14069,Catholic Central,14070,5.0,1.5,0.8,11.2,1.5,85.1,0.0,0.0,134.0,134.0,8.07,1,1,1.0,-12.826086956521738,25,5,20.0
14070,Catholic Memorial,14071,9.0,0.0,6.4,7.3,4.2,79.6,0.3,2.0,589.0,589.0,15.46,1,1,1.0,8.04,25,16,64.0
14086,Columbus Catholic,14087,5.0,0.0,0.4,4.2,0.0,90.5,0.0,5.0,241.0,133.0,13.69,1,1,1.0,18.33333333333333,31,25,80.60000000000001
14089,Cristo Rey,14090,2.0,0.0,0.8,93.2,5.3,0.5,0.0,0.2,398.0,398.0,16.86,1,1,1.0,-10.6,24,6,25.0
14090,Coulee Region Christian,14091,4.0,1.3,3.9,2.0,2.0,85.6,0.0,5.2,175.0,50.0,9.05,1,1,1.0,-23.6,12,0,0.0
14107,Dominican,14108,6.0,0.0,4.8,20.1,24.6,46.0,0.6,3.9,333.0,333.0,11.48,1,1,1.0,15.12,27,20,74.1
14116,Edgewood,14117,8.0,0.6,7.4,6.7,3.2,77.3,0.6,4.2,476.0,476.0,8.35,1,1,1.0,5.035714285714286,28,17,60.7
14126,Faith Christian,14127,5.0,0.0,0.6,3.3,2.8,90.0,0.0,3.3,194.0,83.0,9.28,1,1,1.0,-1.2857142857142858,7,3,42.9
14128,Faith Christian,14129,4.0,4.4,0.0,6.5,0.0,89.1,0.0,0.0,98.0,21.0,12.6,1,1,1.0,13.0,22,6,27.3
14133,Fond du Lac Christian,14134,3.0,0.0,5.3,9.3,6.7,78.7,0.0,0.0,78.0,22.0,7.65,1,1,1.0,-3.9,20,3,15.0
14138,Fox Valley Lutheran,14139,5.0,0.2,5.1,2.5,1.0,87.8,0.0,3.4,682.0,682.0,14.51,1,1,1.0,14.461538461538462,27,21,77.8
14153,Green Bay N.E.W. Lutheran,14154,5.0,1.5,10.3,2.2,5.9,77.9,0.0,2.2,136.0,136.0,12.04,1,1,1.0,8.26923076923077,28,18,64.3
14156,Green Bay West,14157,5.0,5.7,0.0,37.1,5.7,40.0,0.0,11.4,35.0,5.0,11.67,1,1,1.0,-31.0,23,1,4.3
14167,Heritage Christian,14168,8.0,1.4,5.0,10.1,10.1,69.6,0.4,3.4,627.0,211.0,14.04,1,1,1.0,8.76,25,14,56.00000000000001
14194,Kenosha Christian Life,14195,6.0,0.0,5.8,11.2,7.4,73.9,0.3,1.4,730.0,266.0,13.71,1,1,1.0,-15.48,25,8,32.0
14197,Kettle Moraine Lutheran,14198,5.0,0.0,2.2,0.4,1.6,95.7,0.2,0.0,511.0,511.0,14.16,1,1,1.0,14.833333333333334,25,19,76.0
14201,Kingdom Prep Lutheran,14202,3.0,0.0,0.0,6.2,91.4,2.5,0.0,0.0,81.0,81.0,8.9,1,1,1.0,-6.9,20,6,30.0
14210,Lake Country Lutheran,14211,5.0,0.0,5.2,0.5,0.5,92.0,0.0,1.8,387.0,387.0,16.83,1,1,1.0,28.8,30,28,93.3
14215,Lakeside Lutheran,14216,5.0,1.0,1.2,5.7,1.5,89.4,0.0,1.2,405.0,405.0,13.46,1,1,1.0,4.28,25,16,64.0
14219,Living Word Lutheran,14220,7.0,0.0,4.1,0.9,11.4,83.6,0.0,0.0,219.0,219.0,9.56,1,1,1.0,1.52,25,12,48.0
14224,Lourdes,14225,5.0,0.6,12.4,1.2,3.1,80.2,0.0,2.5,162.0,162.0,10.06,1,1,1.0,4.96,29,17,58.6
14226,Luther Prep,14227,5.0,0.0,3.2,5.0,6.2,83.6,0.2,1.7,402.0,402.0,10.92,1,1,1.0,-0.8260869565217391,25,10,40.0
14229,Luther,14230,5.0,0.0,1.6,2.0,1.2,92.7,0.0,2.4,247.0,247.0,12.35,1,1,1.0,14.583333333333334,27,21,77.8
14230,Madison Country Day,14231,3.0,0.0,11.9,4.1,5.3,70.2,0.0,8.5,451.0,134.0,8.0,1,1,1.0,-23.642857142857142,25,2,8.0
14235,Maranatha Baptist,14236,4.0,0.0,0.0,3.6,0.0,96.4,0.0,0.0,56.0,56.0,6.59,1,1,1.0,8.0,16,10,62.5
14237,Manitowoc Lutheran,14238,5.0,0.0,1.4,0.5,0.5,96.6,0.5,0.5,209.0,209.0,9.25,1,1,1.0,0.08,27,13,48.1
14240,Marquette University,14241,8.0,0.3,3.7,14.6,4.0,72.6,0.1,4.7,956.0,956.0,15.47,1,1,1.0,-1.25,26,11,42.3
14245,Martin Luther,14246,6.0,1.8,6.8,31.8,21.1,34.4,0.0,4.2,570.0,570.0,16.47,1,1,1.0,-0.3461538461538461,29,11,37.9
14249,McDonell Central,14250,6.0,0.7,4.7,4.0,1.3,88.7,0.0,0.7,150.0,150.0,10.42,1,1,1.0,1.7037037037037035,28,13,46.400000000000006
14259,Messmer,14260,4.0,0.1,5.4,8.0,82.8,0.2,0.0,3.6,1352.0,523.0,14.93,1,1,1.0,-21.48,26,4,15.4
14268,Milwaukee Lifelong Learning,14269,3.0,0.0,41.2,0.4,17.8,39.8,0.0,0.9,854.0,195.0,8.66,1,1,1.0,-22.818181818181817,19,1,5.3
14272,Milwaukee Lutheran,14273,5.0,0.0,2.6,3.0,83.1,8.0,0.0,3.3,845.0,807.0,17.28,1,1,1.0,-3.16,25,11,44.0
14285,Mountain Top Christian,14286,3.0,2.7,0.0,5.4,27.0,59.5,0.0,5.4,40.0,14.0,5.69,1,1,1.0,-10.833333333333334,15,3,20.0
14305,Newman,14306,5.0,0.7,8.4,3.5,0.7,83.2,0.0,3.5,143.0,143.0,10.92,1,1,1.0,14.357142857142858,30,20,66.7
14306,North,14307,4.0,0.0,0.0,1.4,97.4,1.2,0.0,0.0,367.0,60.0,13.75,1,1,1.0,7.714285714285714,25,13,52.0
14312,Northland Lutheran,14313,5.0,0.0,4.8,1.6,0.0,90.3,1.6,1.6,62.0,62.0,9.84,1,1,1.0,6.666666666666667,27,14,51.9
14314,Notre Dame Academy,14315,8.0,0.8,2.1,8.8,0.6,86.2,0.0,1.5,777.0,777.0,14.13,1,1,1.0,6.64,25,19,76.0
14327,Oshkosh West,14328,5.0,0.6,12.4,1.2,3.1,80.2,0.0,2.5,162.0,162.0,10.06,1,1,1.0,-12.444444444444445,28,7,25.0
14332,Pacelli,14333,7.0,0.0,0.5,1.1,0.5,97.8,0.0,0.0,185.0,185.0,10.39,1,1,1.0,3.5384615384615383,26,13,50.0
14354,Racine Lutheran,14355,6.0,0.0,0.7,19.8,11.0,59.6,0.0,8.8,272.0,272.0,10.97,1,1,1.0,-10.04,26,6,23.1
14364,Regis,14365,6.0,0.0,2.0,2.0,2.2,93.8,0.0,0.0,404.0,222.0,6.46,1,1,1.0,-0.7391304347826086,25,10,40.0
14374,Rock County Christian,14375,3.0,4.0,2.4,24.4,7.2,55.2,0.0,6.8,250.0,78.0,15.53,1,1,1.0,-2.962962962962963,27,13,48.1
14375,Roncalli,14376,6.0,0.9,1.7,9.1,3.0,84.4,0.0,0.9,231.0,231.0,10.55,1,1,1.0,23.448275862068964,31,27,87.1
14377,Saint Thomas Aquinas,14378,3.0,0.0,0.0,0.8,2.5,96.6,0.0,0.0,135.0,37.0,7.26,1,1,1.0,-42.75,25,1,4.0
14380,Salam,14381,3.0,0.0,41.2,0.4,17.8,39.8,0.0,0.9,854.0,195.0,8.66,1,1,1.0,16.285714285714285,21,12,57.1
14386,Sheboygan Christian,14387,4.0,0.0,7.1,3.3,2.5,87.1,0.0,0.0,271.0,87.0,12.06,1,1,1.0,5.5,23,14,60.9
14408,St. Anthony,14409,3.0,0.0,0.1,98.7,0.5,0.7,0.0,0.0,1677.0,501.0,18.1,1,1,1.0,-30.3125,20,1,5.0
14411,St. Catherine's,14412,6.0,0.0,0.3,42.5,21.2,30.0,0.0,5.9,576.0,435.0,14.05,1,1,1.0,6.846153846153846,28,16,57.1
14413,St. Lawrence Seminary,14414,4.0,0.0,44.8,29.1,0.6,18.6,0.0,7.0,172.0,172.0,8.08,1,1,1.0,-6.615384615384615,17,5,29.4
14414,St. Mary Catholic,14415,5.0,0.4,7.6,15.3,0.0,69.1,0.4,7.2,249.0,249.0,10.55,1,1,1.0,5.36,27,15,55.60000000000001
14416,St. Joseph,14417,6.0,0.4,1.1,16.4,6.9,68.3,3.1,3.8,775.0,253.0,14.21,1,1,1.0,11.48148148148148,29,20,69.0
14417,St. John's Northwestern Military Academy,14418,11.0,0.6,18.3,17.7,4.0,51.4,0.6,7.4,175.0,156.0,5.42,1,1,1.0,-11.4,25,4,16.0
14431,The Prairie School,14432,4.0,,,,,,,,610.0,248.0,9.31,1,1,1.0,0.96,26,11,42.3
14432,Thorp,14433,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,48.0,13.0,12.65,1,1,1.0,-9.461538461538462,28,9,32.1
14444,University School of Milwaukee,14445,6.0,0.5,5.6,5.6,7.8,72.3,0.0,8.2,1051.0,421.0,8.16,1,1,1.0,-3.9166666666666665,24,11,45.8
14445,Valley Christian,14446,4.0,4.2,2.1,6.8,7.1,75.4,0.0,4.5,378.0,75.0,11.66,1,1,1.0,-19.8125,25,2,8.0
14458,Waukesha South,14459,6.0,0.0,6.4,7.3,4.2,79.6,0.3,2.0,589.0,589.0,15.46,1,1,1.0,9.2,30,24,80.0
14482,Whitefish Bay,14483,8.0,0.5,5.6,5.6,7.8,72.3,0.0,8.2,1051.0,421.0,8.16,1,1,1.0,6.307692307692308,26,17,65.4
14490,Winnebago Lutheran Academy,14491,5.0,0.0,4.7,1.8,1.4,92.1,0.0,0.0,279.0,279.0,11.67,1,1,1.0,8.045454545454545,28,14,50.0
14493,Wisconsin Lutheran,14494,5.0,0.4,9.5,12.3,30.3,47.4,0.1,0.0,829.0,829.0,12.58,1,1,1.0,22.571428571428573,28,25,89.3
14499,Wisconsin Valley Lutheran,14500,4.0,2.7,0.0,2.7,0.0,89.2,0.0,5.4,37.0,37.0,6.61,1,1,1.0,-26.2,21,2,9.5
14503,Xavier,14504,6.0,0.2,10.0,6.4,2.1,79.4,1.5,0.4,520.0,520.0,11.93,1,1,1.0,9.833333333333334,27,16,59.3
14504,Young Coggs Prep,14505,3.0,0.0,0.0,0.9,97.2,0.0,0.0,1.9,321.0,151.0,13.05,1,1,1.0,-14.833333333333334,13,3,23.1
14549,Catholic,14550,11.0,0.0,0.3,8.9,1.8,89.0,0.0,0.0,728.0,728.0,19.16,1,1,1.0,-4.0,25,8,32.0
14551,Central Arkansas Christian,14552,12.0,0.0,0.9,1.2,5.8,89.6,0.0,2.5,433.0,246.0,15.3,1,1,1.0,6.933333333333334,20,10,50.0
14559,Columbia Christian,14560,6.0,0.0,0.7,2.6,2.0,93.4,0.0,1.3,232.0,45.0,9.74,1,1,1.0,-4.44,25,10,40.0
14563,Conway Christian,14564,13.0,0.0,0.7,2.0,1.8,95.4,0.0,0.0,509.0,128.0,11.09,1,1,1.0,-15.238095238095235,21,4,19.0
14568,Crowley's Ridge Academy,14569,8.0,0.0,0.0,1.6,0.0,97.2,0.0,1.2,325.0,78.0,12.56,1,1,1.0,-4.739130434782608,24,9,37.5
14590,Episcopal,14591,11.0,0.6,2.1,1.3,9.9,80.1,0.0,6.1,764.0,198.0,6.67,1,1,1.0,5.608695652173913,25,14,56.00000000000001
14595,Fayetteville Christian,14596,4.0,3.0,11.1,8.9,4.4,71.1,0.7,0.7,154.0,27.0,4.67,1,1,1.0,-16.6,12,1,8.3
14608,Gospel Light Christian,14609,5.0,0.0,1.0,8.2,5.1,78.6,0.0,7.1,110.0,22.0,7.05,1,1,1.0,10.379310344827584,29,25,86.2
14670,Maranatha Baptist Christian,14671,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,33.0,6.0,5.25,1,1,1.0,15.25,8,7,87.5
14691,Mountain Home Christian Academy,14692,1.0,0.0,0.9,0.0,0.9,97.3,0.0,0.9,135.0,19.0,10.19,1,1,1.0,0.5217391304347826,28,10,35.7
14712,Ozark Catholic Academy,14713,5.0,0.0,2.3,34.1,0.0,59.1,0.0,4.6,44.0,44.0,3.36,1,1,1.0,14.89655172413793,33,22,66.7
14729,Pulaski Academy,14730,13.0,0.2,8.9,1.6,8.2,78.6,0.3,2.2,1323.0,409.0,10.25,1,1,1.0,-11.736842105263158,22,5,22.7
14736,Ridgefield Christian,14737,9.0,0.0,2.8,2.1,3.5,91.6,0.0,0.0,169.0,48.0,7.15,1,1,1.0,1.3235294117647058,34,18,52.900000000000006
14748,Sacred Heart,14749,8.0,0.0,0.0,2.9,0.0,93.3,0.0,3.8,266.0,73.0,12.06,1,1,1.0,-4.64,25,7,28.000000000000004
14760,Southwest Christian Academy,14761,5.0,0.0,2.7,16.0,18.1,63.3,0.0,0.0,298.0,60.0,16.64,1,1,1.0,24.94117647058824,17,15,88.2
14764,St. Joseph,14765,7.0,0.0,2.2,0.5,0.5,94.8,0.0,2.0,521.0,126.0,12.77,1,1,1.0,14.461538461538462,26,22,84.6
14769,Subiaco Academy,14770,10.0,2.0,15.4,12.1,7.4,58.4,0.0,4.7,149.0,129.0,6.65,1,1,1.0,4.88,26,17,65.4
14772,The New School,14773,6.0,0.0,1.2,1.6,4.0,90.8,0.0,2.4,372.0,39.0,5.78,1,1,1.0,25.90322580645161,32,27,84.39999999999999
14774,Trinity Christian,14775,6.0,2.8,1.1,1.1,2.8,91.0,0.0,1.1,242.0,56.0,8.05,1,1,1.0,16.0,23,19,82.6
14790,West Side Christian,14791,6.0,0.0,2.8,3.5,4.2,88.7,0.0,0.7,156.0,37.0,7.63,1,1,1.0,8.266666666666667,16,8,50.0
14801,Atlantic Christian,14802,4.0,0.3,6.6,10.1,14.0,58.6,0.0,10.4,502.0,87.0,7.64,1,1,1.0,2.1739130434782608,23,14,60.9
14815,Abundant Life Academy,14816,4.0,0.0,6.4,66.8,17.6,5.9,0.5,2.8,454.0,128.0,17.53,1,1,1.0,23.5,27,24,88.9
14833,Brearley,14834,5.0,,,,,,,,141.0,26.0,6.75,1,1,1.0,-22.666666666666668,15,1,6.7
14850,Camden Catholic,14851,6.0,0.0,8.6,13.5,11.1,63.5,0.1,3.2,695.0,695.0,12.8,1,1,1.0,3.68,25,15,60.0
14856,Christian Brothers Academy,14857,8.0,0.0,1.5,10.2,0.5,83.4,0.0,4.5,876.0,876.0,13.25,1,1,1.0,5.363636363636363,23,15,65.2
14876,DePaul Catholic,14877,8.0,0.0,16.5,10.0,12.6,61.0,0.0,0.0,461.0,454.0,10.34,1,1,1.0,1.45,23,11,47.8
14879,Dickinson,14880,6.0,0.0,43.1,9.9,11.8,30.0,1.9,3.2,391.0,60.0,18.41,1,1,1.0,-1.9047619047619049,21,10,47.6
14881,Don Bosco Prep,14882,8.0,0.1,4.2,11.0,18.4,49.2,4.3,12.8,790.0,790.0,15.19,1,1,1.0,14.571428571428571,28,23,82.1
14891,Dwight-Englewood,14892,7.0,9.0,24.4,5.1,11.5,0.0,0.5,49.4,1068.0,480.0,8.26,1,1,1.0,18.0,19,13,68.4
14894,Eastern Christian,14895,7.0,0.0,23.0,12.2,8.7,51.4,0.0,4.7,321.0,321.0,11.34,1,1,1.0,-8.318181818181818,23,6,26.1
14902,Faith Christian,14903,4.0,0.0,0.0,18.3,13.7,63.4,0.0,4.6,131.0,46.0,9.1,1,1,1.0,6.0625,16,11,68.8
14924,Haddon Heights,14925,6.0,0.0,4.3,2.6,0.0,0.0,0.0,1.7,129.0,48.0,5.07,1,1,1.0,-2.6153846153846154,30,13,43.3
14932,Harmony Christian,14933,3.0,0.7,0.7,10.2,21.8,65.3,0.7,0.7,160.0,35.0,9.8,1,1,1.0,-21.285714285714285,21,2,9.5
14936,Hawthorne Christian,14937,5.0,0.3,21.2,17.0,11.1,48.5,1.4,0.6,399.0,130.0,8.29,1,1,1.0,-30.692307692307693,18,1,5.6000000000000005
14947,Holy Cross,14948,6.0,0.0,4.8,4.4,16.5,73.8,0.4,0.0,248.0,248.0,13.05,1,1,1.0,8.214285714285714,28,17,60.7
14949,Hudson Catholic,14950,6.0,0.0,9.3,28.4,23.9,31.4,0.0,7.0,497.0,497.0,15.06,1,1,1.0,19.807692307692307,26,23,88.5
14951,Immaculata,14952,6.0,0.0,10.0,9.8,6.6,69.9,0.0,3.6,439.0,439.0,7.92,1,1,1.0,-2.925925925925926,29,13,44.8
14966,King's Christian,14967,,,,,,,,,260.0,91.0,7.73,1,1,1.0,6.277777777777778,19,11,57.9
